,OysterID,SampleEventID,ShellHeight,ShellLength,ShellWidth,TotalWeight,TarePanWeight,TissueWetWeight,ShellWetWeight,TissueDryWeight,ShellDryWeight,OldSampleNumber,Comments
132,TBLC1712-13,TBCOLL_20171219_1_0282_1,49.1,36.2,14.7,20.58,1.04,5.84,15.05,1.63,12.96,TB-L-2568,"Polydora Internal Top 3,Cliona Top Present,Cliona Bottom Present,Polydora Esternal Top 3,Polydora Exal Bottom 4"
133,TBLC1712-14,TBCOLL_20171219_1_0282_1,49.2,38.5,13.3,16.7,1,4.54,11.89,1.45,11.13,TB-L-2569,
134,TBLC1712-15,TBCOLL_20171219_1_0282_1,47.4,25.4,15.2,16.34,1.06,4.34,11.84,1.56,10.9,TB-L-2570,",Polydora Internal Bottom 1,Cliona Top Present,Cliona Bottom Present,Polydora Esternal Top 2,Polydora Exal Bottom 4"
135,TBBC1712-01,TBCOLL_20171219_1_0277_1,56.7,34.5,15.2,23.58,1.04,5.5,16.82,1.54,15.67,TB-B-2571,
136,TBBC1712-02,TBCOLL_20171219_1_0277_1,50,39.1,14.2,19.97,1.03,7,12.16,1.82,11.49,TB-B-2572,
137,TBBC1712-03,TBCOLL_20171219_1_0277_1,61.5,38.1,14.8,24.08,1.07,7.31,15.96,1.49,14.58,TB-B-2573,",Polydora Esternal Top 3,Polydora Exal Bottom 4"
138,TBBC1712-04,TBCOLL_20171219_1_0277_1,58.2,39.5,16.2,22.17,1.02,6.11,15.51,1.81,14.52,TB-B-2574,",Polydora Exal Bottom 4"
139,TBBC1712-05,TBCOLL_20171219_1_0277_1,63.4,48.2,20.5,30.72,1.09,6.86,21.73,2.09,20.31,TB-B-2575,
140,TBMC1712-01,TBCOLL_20171219_1_0291_1,49.5,36.1,14.8,19.18,1.08,5.53,13.51,2.13,12.27,TB-M-2576,"Polydora Internal Top 2,Polydora Internal Bottom 2,Cliona Bottom Present,Polydora Esternal Top 31,Polydora Exal Bottom 16"
141,TBMC1712-02,TBCOLL_20171219_1_0291_1,39.2,35,12.1,12.18,0.99,4.11,8.88,1.62,7.68,TB-M-2577,"Polydora Internal Top 2,Polydora Internal Bottom 3,Cliona Top Present,Cliona Bottom Present,Polydora Esternal Top 14,Polydora Exal Bottom 19"
142,TBMC1712-03,TBCOLL_20171219_1_0291_1,51.2,36.3,17.2,21.28,1.04,6.3,15.16,2.07,12.78,TB-M-2578,",Cliona Top Present,Cliona Bottom Present,Polydora Esternal Top 8,Polydora Exal Bottom 26"
143,TBMC1712-04,TBCOLL_20171219_1_0291_1,54.2,48.9,15.7,27.12,1.03,8.47,18.34,2.69,16.32,TB-M-2579,"Polydora Internal Top 1,Polydora Internal Bottom 1,Cliona Bottom Present,Polydora Esternal Top 34,Polydora Exal Bottom 25"
144,TBMC1712-05,TBCOLL_20171219_1_0291_1,75,47.5,23.8,55.74,1.01,10.25,39.31,2.86,31.61,TB-M-2580,"Polydora Internal Top 1,Cliona Top Present,Cliona Bottom Present,Polydora Esternal Top 86,Polydora Exal Bottom 39"
145,TBLC1801-01,TBCOLL_20180122_1_0278_1,55,32.7,16.8,17.15,1.05,4.15,12.44,1.6,11.64,TB-L-2581,
146,TBLC1801-02,TBCOLL_20180122_1_0278_1,54.3,28.6,12.8,14.7,1.07,4.15,9.96,1.53,9,TB-L-2582,
147,TBLC1801-03,TBCOLL_20180122_1_0278_1,50.7,29,15.9,16.55,1.01,4.86,10.86,1.65,10.12,TB-L-2583,
148,TBLC1801-04,TBCOLL_20180122_1_0278_1,44.9,32.5,16.2,18.84,1.07,5.53,13.53,1.98,12.17,TB-L-2584,
149,TBLC1801-05,TBCOLL_20180122_1_0278_1,47.5,30.4,14.2,14.5,1.01,3.43,10.22,1.41,9.66,TB-L-2585,
150,TBLC1801-06,TBCOLL_20180122_1_0280_1,80.1,36.8,15.5,31.49,1.03,8.1,22.46,2.28,21.25,TB-L-2586,
151,TBLC1801-07,TBCOLL_20180122_1_0280_1,63.4,48.9,21.3,37.21,1.02,9.97,24.84,2.76,23.97,TB-L-2587,
152,TBLC1801-08,TBCOLL_20180122_1_0280_1,61.9,38.8,14.6,26.52,1.04,5.62,19.67,1.91,18.85,TB-L-2588,
153,TBLC1801-09,TBCOLL_20180122_1_0280_1,47.2,33.6,15,15.96,1.04,4.02,11.34,1.58,10.76,TB-L-2589,
154,TBLC1801-10,TBCOLL_20180122_1_0280_1,57.8,38.2,18.7,23.13,1.03,6.04,15.68,1.99,14.99,TB-L-2590,
155,TBLC1801-11,TBCOLL_20180122_1_0282_1,56.5,38.7,36.8,41.48,1,9.49,30.68,2.11,27.58,TB-L-2591,
156,TBLC1801-12,TBCOLL_20180122_1_0282_1,53,37.4,20,20.43,1.04,4.65,14.63,1.67,13.13,TB-L-2592,
157,TBLC1801-13,TBCOLL_20180122_1_0282_1,55.3,39.3,13.3,17.48,1.06,4.18,12.7,1.54,11.96,TB-L-2593,
158,TBLC1801-14,TBCOLL_20180122_1_0282_1,56.6,37.4,15.9,20.39,1,4.48,14.82,1.48,13.57,TB-L-2594,
159,TBLC1801-15,TBCOLL_20180122_1_0282_1,51,35.1,14,18.93,1.06,4.29,13.82,1.5,12.91,TB-L-2595,
160,TBBC1801-01,TBCOLL_20180122_1_0277_1,54.2,39,19.3,29.81,1.01,7.97,20.62,1.95,17.93,TB-B-2596,
161,TBBC1801-02,TBCOLL_20180122_1_0277_1,52,34.7,21.2,17.72,1.03,4.92,12.48,1.8,11.78,TB-B-2597,
162,TBBC1801-03,TBCOLL_20180122_1_0277_1,51.1,32.1,11.6,11.91,1.03,3.66,8.2,1.43,7.73,TB-B-2598,
163,TBBC1801-04,TBCOLL_20180122_1_0277_1,55.5,37.2,16.5,24.22,1.01,5.96,17.03,1.94,15.78,TB-B-2599,
164,TBBC1801-05,TBCOLL_20180122_1_0277_1,53.9,29.5,15,19.08,1.01,5.29,13.57,1.62,12.59,TB-B-2600,
165,TBMC1801-01,TBCOLL_20180122_1_0291_1,62.5,48.3,20.1,28.13,1.01,8.1,19.5,2.55,17.43,TB-M-2601,
166,TBMC1801-02,TBCOLL_20180122_1_0291_1,49.3,37.5,21.3,18.02,1.02,5.88,12.49,2,10.93,TB-M-2602,
167,TBMC1801-03,TBCOLL_20180122_1_0291_1,57,45,16.2,18.57,1.05,5.26,12.54,1.77,10.95,TB-M-2603,
168,TBMC1801-04,TBCOLL_20180122_1_0291_1,51.5,41.7,15.9,20.05,1.02,5.55,14.5,2.02,13.41,TB-M-2604,
169,TBMC1801-05,TBCOLL_20180122_1_0291_1,47.1,42.1,11.5,14.67,1.04,4.49,10.56,1.78,9.8,TB-M-2605,
170,TBLC1802-01,TBCOLL_20180215_1_0278_1,47.7,25.7,16.6,13.45,1.02,3.43,9.14,1.34,7.68,TB-L-2606,
171,TBLC1802-02,TBCOLL_20180215_1_0278_1,44.1,33.8,13.9,11.55,1,2.66,8.5,1.26,7.95,TB-L-2607,
172,TBLC1802-03,TBCOLL_20180215_1_0278_1,48.3,26.6,10.7,10.86,1,3.52,7.62,1.41,7.19,TB-L-2608,
173,TBLC1802-04,TBCOLL_20180215_1_0278_1,51.5,37.9,14.8,13.91,0.99,3.48,10.18,1.38,9.32,TB-L-2609,
174,TBLC1802-05,TBCOLL_20180215_1_0278_1,56.7,41.7,15.7,21.06,1.02,5.34,14.78,1.9,13.98,TB-L-2610,
175,TBLC1802-06,TBCOLL_20180215_1_0280_1,69.2,44.2,14.3,30.2,1.01,6.55,20.83,1.9,19.82,TB-L-2611,
176,TBLC1802-07,TBCOLL_20180215_1_0280_1,55.4,36.4,18.5,22.83,1.01,5.71,15.75,1.75,15.36,TB-L-2612,
177,TBLC1802-08,TBCOLL_20180215_1_0280_1,71.8,37.5,23.1,34.61,1.04,9.54,23.47,2.52,22.44,TB-L-2613,
178,TBLC1802-09,TBCOLL_20180215_1_0280_1,66.8,38.8,19.2,29.13,1.02,6.99,20.59,2.02,19.8,TB-L-2614,
179,TBLC1802-10,TBCOLL_20180215_1_0280_1,51,32.7,21.4,16.52,1.03,4.92,11.3,1.65,10.88,TB-L-2615,
180,TBLC1802-11,TBCOLL_20180215_1_0282_1,58.1,35.7,22,23.07,1,5.63,15.97,1.55,14.58,TB-L-2616,
181,TBLC1802-12,TBCOLL_20180215_1_0282_1,68.5,39.7,15.6,22.92,1.01,4.42,16.99,1.46,15.34,TB-L-2617,
182,TBLC1802-13,TBCOLL_20180215_1_0282_1,83.5,53.6,30.6,64.9,1.06,14.54,45.21,2.95,40.26,TB-L-2618,
183,TBLC1802-14,TBCOLL_20180215_1_0282_1,50.4,35.5,12.7,14,1,3.4,10.43,1.39,9.55,TB-L-2619,
184,TBLC1802-15,TBCOLL_20180215_1_0282_1,50.8,35,15.7,16,1,3.68,11.98,1.42,10.85,TB-L-2620,
185,TBBC1802-01,TBCOLL_20180215_1_0277_1,76,34.6,20.5,39.79,1.02,10.25,25.54,1.73,24.45,TB-B-2621,
186,TBBC1802-02,TBCOLL_20180215_1_0277_1,40.7,37.7,17.1,21.3,1.01,6.12,14.22,1.69,13.56,TB-B-2622,
187,TBBC1802-03,TBCOLL_20180215_1_0277_1,68.1,33.8,21.9,34.35,1.05,9.55,22.94,2.04,21.52,TB-B-2623,
188,TBBC1802-04,TBCOLL_20180215_1_0277_1,49.8,29.7,14.4,12.35,1.03,3.45,8.97,1.38,8.65,TB-B-2624,
189,TBBC1802-05,TBCOLL_20180215_1_0277_1,52.2,39.9,19.4,25.91,1.03,5.54,18.88,1.64,18.16,TB-B-2625,
190,TBMC1802-01,TBCOLL_20180215_1_0291_1,69.9,38.2,16.8,26.09,1.01,8.31,17.48,2.69,16.18,TB-M-2626,
191,TBMC1802-02,TBCOLL_20180215_1_0291_1,55,45.2,16.7,21.32,0.99,5.49,14.28,2.02,13.5,TB-M-2627,
192,TBMC1802-03,TBCOLL_20180215_1_0291_1,59.7,48.7,16.4,26.37,1.06,7.11,17.86,2.64,15.87,TB-M-2628,
193,TBMC1802-04,TBCOLL_20180215_1_0291_1,57.6,38.8,21.7,24.88,1,7.74,16.33,2.65,15.4,TB-M-2629,
194,TBMC1802-05,TBCOLL_20180215_1_0291_1,56.1,53,22.1,40.56,0.99,10.55,26.71,3.18,23.09,TB-M-2630,
195,TBLC1803-01,TBCOLL_20180316_1_0278_1,51.6,30.6,17.7,19.24,1.01,5.06,13.68,1.7,13,TB-L-2631,
196,TBLC1803-02,TBCOLL_20180316_1_0278_1,52.5,26.7,8.3,12.63,1,3.85,9.1,1.42,8.68,TB-L-2632,
197,TBLC1803-03,TBCOLL_20180316_1_0278_1,52,35,17.8,19.21,1.01,5.22,13.86,1.56,12.91,TB-L-2633,
198,TBLC1803-04,TBCOLL_20180316_1_0278_1,35.3,30.7,12.5,7.75,1,2.63,5.32,1.26,5,TB-L-2634,
199,TBLC1803-05,TBCOLL_20180316_1_0278_1,39.7,22.8,19.2,12.64,1,3.74,8.44,1.41,7.76,TB-L-2635,
200,TBLC1803-06,TBCOLL_20180316_1_0280_1,21.8,28.4,16.1,24.48,0.99,7.33,15.86,2.11,14.98,TB-L-2636,
201,TBLC1803-07,TBCOLL_20180316_1_0280_1,60.5,35.9,11.7,24.88,1.03,6.28,17.92,1.65,17.15,TB-L-2637,
202,TBLC1803-08,TBCOLL_20180316_1_0280_1,55,34,11.9,21.57,1.01,5.96,15.89,1.81,14.89,TB-L-2638,
203,TBLC1803-09,TBCOLL_20180316_1_0280_1,57.3,39,16.4,23.37,1.04,7.76,15.6,2.01,14.75,TB-L-2639,
204,TBLC1803-10,TBCOLL_20180316_1_0280_1,59.9,37.2,12,23.49,1.02,6.02,17.37,1.86,16.34,TB-L-2640,
205,TBLC1803-11,TBCOLL_20180316_1_0282_1,42.1,28.7,13.4,18.79,1.01,5.51,13.44,1.58,12.24,TB-L-2641,
206,TBLC1803-12,TBCOLL_20180316_1_0282_1,61.1,31.8,15.4,21.55,1,5.88,15.44,1.61,13.86,TB-L-2642,
207,TBLC1803-13,TBCOLL_20180316_1_0282_1,57.1,40.1,18.7,23.15,1.04,6.62,16.36,1.74,14.66,TB-L-2643,
208,TBLC1803-14,TBCOLL_20180316_1_0282_1,54.9,31.7,15.8,20.33,1.02,5.96,14.31,1.71,13.08,TB-L-2644,
209,TBLC1803-15,TBCOLL_20180316_1_0282_1,57.4,26.4,17.6,16.93,1.01,4.95,12.07,1.51,11.22,TB-L-2645,
210,TBBC1803-01,TBCOLL_20180316_1_0277_1,48,28.2,18,15.19,1.02,4.2,10.29,1.44,9.79,TB-B-2646,
211,TBBC1803-02,TBCOLL_20180316_1_0277_1,44.2,32.8,20.2,14.76,0.99,3.8,9.89,1.43,9.16,TB-B-2647,
212,TBBC1803-03,TBCOLL_20180316_1_0277_1,51.2,28.4,23.3,20.26,1,5.43,14.38,1.67,13.94,TB-B-2648,
213,TBBC1803-04,TBCOLL_20180316_1_0277_1,59.3,35.3,20.5,20.71,1.03,5.04,14.86,1.59,14.24,TB-B-2649,
214,TBBC1803-05,TBCOLL_20180316_1_0277_1,47.1,29.3,19.8,20.58,1.01,4.75,15.33,1.3,14.56,TB-B-2650,
215,TBMC1803-01,TBCOLL_20180316_1_0291_1,50.3,37.8,17.8,29.62,1.01,7.52,22.08,2.4,20.76,TB-M-2651,
216,TBMC1803-02,TBCOLL_20180316_1_0291_1,45.1,37.4,16.6,15.2,1.03,4.87,10.98,1.72,10.19,TB-M-2652,
217,TBMC1803-03,TBCOLL_20180316_1_0291_1,42.2,39,21.3,18.08,1.02,5.59,13.19,1.91,12.39,TB-M-2653,
218,TBMC1803-04,TBCOLL_20180316_1_0291_1,33.7,30.2,15,6.86,1.03,2.63,5.06,1.36,4.62,TB-M-2654,
219,TBMC1803-05,TBCOLL_20180316_1_0291_1,44.8,41.2,15.6,17.9,1.03,5.6,12.57,1.94,11.82,TB-M-2655,
220,TBLC1804-01,TBCOLL_20180418_1_0278_1,44.98,27.59,13.7,9.97,1.01,3.6,7.07,1.35,6.58,TB-L-2656,
221,TBLC1804-02,TBCOLL_20180418_1_0278_1,55.32,47.06,13.7,18.55,1.02,5.59,12.54,1.76,11.89,TB-L-2657,
222,TBLC1804-03,TBCOLL_20180418_1_0278_1,62.93,38.52,22.7,28.82,1.01,8.5,19.23,2.01,18.12,TB-L-2658,
223,TBLC1804-04,TBCOLL_20180418_1_0278_1,58.83,35.81,18.01,25.75,1.01,7.41,17.87,2.09,16.92,TB-L-2659,
224,TBLC1804-05,TBCOLL_20180418_1_0278_1,60.3,33.52,14,23.85,1,6.07,16.93,1.82,15.93,TB-L-2660,
225,TBLC1804-06,TBCOLL_20180418_1_0280_1,46.21,34.57,18.06,22.03,1.01,5.77,15.06,1.73,14.46,TB-L-2661,
226,TBLC1804-07,TBCOLL_20180418_1_0280_1,60.67,41.91,20.65,24.45,1.01,7.49,16.34,2.15,15.42,TB-L-2662,
227,TBLC1804-08,TBCOLL_20180418_1_0280_1,51.81,31.81,14.59,15.85,1.02,4.14,11.66,1.49,11,TB-L-2663,
228,TBLC1804-09,TBCOLL_20180418_1_0280_1,66.84,35.88,24,29.91,1.02,7.66,21.46,2.16,20.36,TB-L-2664,
229,TBLC1804-10,TBCOLL_20180418_1_0280_1,58.96,48.47,21.45,37.51,1.02,10.22,26.72,2.55,25.04,TB-L-2665,
230,TBLC1804-11,TBCOLL_20180418_1_0282_1,51.01,36.22,14.56,15.43,1.01,4.45,10.62,1.53,9.8,TB-L-2666,
231,TBLC1804-12,TBCOLL_20180418_1_0282_1,62.3,33.97,17.94,24.29,1.01,6.44,17.06,1.76,16.31,TB-L-2667,
232,TBLC1804-13,TBCOLL_20180418_1_0282_1,46.56,33.56,20.83,15.5,1.03,4.5,10.3,1.55,9.41,TB-L-2668,
233,TBLC1804-14,TBCOLL_20180418_1_0282_1,57.62,38.2,16.93,20.17,1.01,5.27,14.66,1.65,13.63,TB-L-2669,
234,TBLC1804-15,TBCOLL_20180418_1_0282_1,64.93,40.04,30.45,32.58,1.03,8.51,21.81,2.07,19.74,TB-L-2670,
235,TBBC1804-01,TBCOLL_20180418_1_0277_1,64.38,38.74,14.89,19.58,1.03,4.56,13.49,1.74,12.77,TB-B-2671,
236,TBBC1804-02,TBCOLL_20180418_1_0277_1,43.61,30.55,18.75,14.9,1.01,3.6,9.49,1.24,9.17,TB-B-2672,
237,TBBC1804-03,TBCOLL_20180418_1_0277_1,45.1,28.54,13.34,10.89,1.02,3.33,7.25,1.36,6.83,TB-B-2673,
238,TBBC1804-04,TBCOLL_20180418_1_0277_1,65.81,30.18,13.1,17.52,1.02,4.81,12.11,1.56,11.5,TB-B-2674,
239,TBBC1804-05,TBCOLL_20180418_1_0277_1,55.06,40.31,19.25,20.78,1.01,5.42,13.62,1.46,12.68,TB-B-2675,
240,TBMC1804-01,TBCOLL_20180418_1_0291_1,77.71,45.95,18.7,41.39,1.03,11.81,27.78,2.3,25.63,TB-M-2676,
241,TBMC1804-02,TBCOLL_20180418_1_0291_1,55.19,39.19,14.54,16.11,0.98,4.12,12.1,1.4,11.1,TB-M-2677,
242,TBMC1804-03,TBCOLL_20180418_1_0291_1,45.81,41.12,13.75,11.61,1.03,4.01,7.92,1.39,7.45,TB-M-2678,
243,TBMC1804-04,TBCOLL_20180418_1_0291_1,49.49,38.04,17.71,18.27,1.05,4.59,12.44,1.54,11.8,TB-M-2679,
244,TBMC1804-05,TBCOLL_20180418_1_0291_1,49.06,42.04,26.59,18.31,1.04,5.62,11.71,1.58,10.79,TB-M-2680,
245,TBLC1805-01,TBCOLL_20180517_1_0278_1,52.14,28.05,20.1,16.9,1,4.18,10.98,1.4,10.18,TB-L-2681,
246,TBLC1805-02,TBCOLL_20180517_1_0278_1,52.84,24.89,17.34,13.5,0.97,3.95,9.45,1.33,8.82,TB-L-2682,
247,TBLC1805-03,TBCOLL_20180517_1_0278_1,59.25,42.03,17.51,32.15,1.01,6.37,22.53,1.72,21.47,TB-L-2683,
248,TBLC1805-04,TBCOLL_20180517_1_0278_1,38.85,33.81,15.95,10.4,0.98,2.38,7.2,1.21,6.86,TB-L-2684,
249,TBLC1805-05,TBCOLL_20180517_1_0278_1,49.38,34.53,15.84,14.46,1,3.48,9.35,1.46,8.91,TB-L-2685,
250,TBLC1805-06,TBCOLL_20180517_1_0280_1,48.05,31.83,23.42,20.02,1.01,4.26,14.27,1.38,13.42,TB-L-2686,
251,TBLC1805-07,TBCOLL_20180517_1_0280_1,52.79,34.19,23.21,19.5,0.98,4.54,12.9,1.55,12.49,TB-L-2687,
252,TBLC1805-08,TBCOLL_20180517_1_0280_1,58.14,30.18,18.64,18.76,1.02,4.47,13.71,1.45,13.23,TB-L-2688,
253,TBLC1805-09,TBCOLL_20180517_1_0280_1,54.48,55.36,23.53,29.61,1.01,6.69,20.43,1.73,18.99,TB-L-2689,
254,TBLC1805-10,TBCOLL_20180517_1_0280_1,45.64,39.63,22.16,26.46,1.02,5.67,18.72,1.61,17.85,TB-L-2690,
255,TBLC1805-11,TBCOLL_20180517_1_0282_1,49.63,33.92,23.43,16.13,1,3.98,11.85,1.45,10.7,TB-L-2691,
256,TBLC1805-12,TBCOLL_20180517_1_0282_1,54.83,41.65,16.07,21.85,1.04,4.74,14.98,1.64,13.69,TB-L-2692,
257,TBLC1805-13,TBCOLL_20180517_1_0282_1,38.75,28.69,16.21,9.87,1.04,2.55,7.03,1.28,6.42,TB-L-2693,
258,TBLC1805-14,TBCOLL_20180517_1_0282_1,51.41,33.82,19.46,16.36,1.02,3.88,11.94,1.45,10.86,TB-L-2694,
259,TBLC1805-15,TBCOLL_20180517_1_0282_1,54.18,34.7,18.31,19.71,1,5.2,13.56,1.58,12.47,TB-L-2695,
260,TBBC1805-01,TBCOLL_20180517_1_0277_1,62.47,37.15,16.89,21.24,1.03,4.47,14.66,1.51,13.77,TB-B-2696,
261,TBBC1805-02,TBCOLL_20180517_1_0277_1,50.84,32.99,15.97,20.01,1.02,4.99,13.88,1.51,13.1,TB-B-2697,
262,TBBC1805-03,TBCOLL_20180517_1_0277_1,55.49,38.21,16.13,23.4,1.01,4.58,16.65,1.48,15.98,TB-B-2698,
263,TBBC1805-04,TBCOLL_20180517_1_0277_1,53.67,30.01,17.03,14.45,1.01,3.67,10.23,1.41,9.73,TB-B-2699,
264,TBBC1805-05,TBCOLL_20180517_1_0277_1,48.06,32.66,14.04,14.48,1.05,3.7,10.16,1.49,9.44,TB-B-2700,
265,TBMC1805-01,TBCOLL_20180517_1_0291_1,65.06,44.05,22.28,31.48,1.03,6.48,21.54,1.63,19.02,TB-M-2701,
266,TBMC1805-02,TBCOLL_20180517_1_0291_1,57.58,44.76,21.41,31.31,1.01,7.73,22.01,1.66,19.71,TB-M-2702,
267,TBMC1805-03,TBCOLL_20180517_1_0291_1,49.61,37.17,16.47,17.84,1,4.27,13.14,1.34,12.02,TB-M-2703,
268,TBMC1805-04,TBCOLL_20180517_1_0291_1,49.16,31.38,17.24,18.25,1.01,3.44,12.81,1.27,11.51,TB-M-2704,
269,TBMC1805-05,TBCOLL_20180517_1_0291_1,73.89,36.51,18.34,27.8,1.03,5.46,18.65,1.37,16.66,TB-M-2705,
270,TBLC1806-01,TBCOLL_20180615_1_0278_1,57.21,32.9,17.04,19.5,1.04,3.98,14.28,1.5,13.7,TB-L-2706,
271,TBLC1806-02,TBCOLL_20180615_1_0278_1,51.94,28.21,20.76,14.08,1.01,3.37,10.03,1.33,9.12,TB-L-2707,
272,TBLC1806-03,TBCOLL_20180615_1_0278_1,39.04,26.32,13.65,8.47,1.02,2.43,5.67,1.24,5.2,TB-L-2708,
273,TBLC1806-04,TBCOLL_20180615_1_0278_1,62.62,47.55,25.26,40.22,1.04,7.85,26.1,1.9,23.39,TB-L-2709,
274,TBLC1806-05,TBCOLL_20180615_1_0278_1,53.62,38.07,22.26,22.19,1.01,5.16,15.42,1.61,12.62,TB-L-2710,
275,TBLC1806-06,TBCOLL_20180615_1_0280_1,58.93,44.14,21.61,31.26,1.01,6.47,23.29,1.8,22.24,TB-L-2711,
276,TBLC1806-07,TBCOLL_20180615_1_0280_1,50.1,34.9,16.88,22.48,0.99,3.9,17.58,1.45,16.14,TB-L-2712,
277,TBLC1806-08,TBCOLL_20180615_1_0280_1,61.33,40.77,21.55,29.03,1.03,6.38,20.19,1.78,19.29,TB-L-2713,
278,TBLC1806-09,TBCOLL_20180615_1_0280_1,69.82,37.31,18.28,34.12,1.01,6.88,22.69,1.91,21.66,TB-L-2714,
279,TBLC1806-10,TBCOLL_20180615_1_0280_1,56.57,37.86,24.32,33.71,1.02,7.88,22.86,2.22,21.61,TB-L-2715,
280,TBLC1806-11,TBCOLL_20180615_1_0282_1,54.96,47.83,23.05,34.11,1.02,5.17,24.72,1.66,21.7,TB-L-2716,
281,TBLC1806-12,TBCOLL_20180615_1_0282_1,65.45,38.79,23.58,26.07,1.06,6.18,17.63,1.85,16.85,TB-L-2717,
282,TBLC1806-13,TBCOLL_20180615_1_0282_1,70.27,39.14,32.3,57.38,1.04,12.79,39.34,2.66,29.48,TB-L-2718,
283,TBLC1806-14,TBCOLL_20180615_1_0282_1,51.62,37.45,16.09,18.07,0.97,3.99,12.72,1.51,11.7,TB-L-2719,
284,TBLC1806-15,TBCOLL_20180615_1_0282_1,52.34,40.73,20.98,24.41,1.03,4.86,17.42,1.57,16.48,TB-L-2720,
285,TBBC1806-01,TBCOLL_20180615_1_0277_1,43.83,34.18,14.55,13.85,1,3.23,9.62,1.34,9.11,TB-B-2721,
286,TBBC1806-02,TBCOLL_20180615_1_0277_1,49.39,32.57,18.12,18.5,1.01,4.24,12.14,1.55,11.74,TB-B-2722,
287,TBBC1806-03,TBCOLL_20180615_1_0277_1,43.54,36.92,16.77,15.14,1.01,3.58,10.35,1.43,9.79,TB-B-2723,
288,TBBC1806-04,TBCOLL_20180615_1_0277_1,48.48,35.06,12.29,12.56,1.04,3.01,8.79,1.41,8.48,TB-B-2724,
289,TBBC1806-05,TBCOLL_20180615_1_0277_1,42.49,27.11,13.66,9.65,1.01,2.43,7.14,1.19,6.83,TB-B-2725,
290,TBMC1806-01,TBCOLL_20180615_1_0291_1,47.14,32.73,19.22,17.6,1.01,4.65,12.26,1.43,10.88,TB-M-2726,
291,TBMC1806-02,TBCOLL_20180615_1_0291_1,59.91,40.99,24.02,37.36,1.05,7.78,24.33,1.89,19.82,TB-M-2727,
292,TBMC1806-03,TBCOLL_20180615_1_0291_1,62.6,46.81,23.79,29.96,1,5.42,20.15,1.4,18.23,TB-M-2728,
293,TBMC1806-04,TBCOLL_20180615_1_0291_1,59.94,38.98,19.31,29.83,0.99,6.38,20.87,1.58,19.13,TB-M-2729,
294,TBMC1806-05,TBCOLL_20180615_1_0291_1,56.29,54.91,23.88,33.59,1,5.23,23.73,1.51,21.45,TB-M-2730,
295,TBLC1807-01,TBCOLL_20180724_1_0278_1,51.9,29.69,13.44,14.56,1.03,3.47,10,1.31,9.47,TB-L-2731,
296,TBLC1807-02,TBCOLL_20180724_1_0278_1,50.74,34.92,21.88,21.46,1.05,5.32,13.43,1.5,13.07,TB-L-2732,
297,TBLC1807-03,TBCOLL_20180724_1_0278_1,45.67,28.05,18.64,13.2,1.04,3.35,9.06,1.34,8.56,TB-L-2733,
298,TBLC1807-04,TBCOLL_20180724_1_0278_1,37.55,30.68,18.47,11.49,1.02,3.7,7.47,1.42,7.22,TB-L-2734,
299,TBLC1807-05,TBCOLL_20180724_1_0278_1,45.25,26.73,12.82,8.26,1.01,2.29,5.4,1.18,5.11,TB-L-2735,
300,TBLC1807-06,TBCOLL_20180724_1_0280_1,63.8,43.89,26.28,37.49,1.01,6.07,25.99,1.58,24.55,TB-L-2736,
301,TBLC1807-07,TBCOLL_20180724_1_0280_1,63.6,34.67,20,32.29,1.01,6.38,22.78,1.7,21.96,TB-L-2737,
302,TBLC1807-08,TBCOLL_20180724_1_0280_1,48.48,35.99,36.02,15.07,1.04,3.76,11.12,1.43,10.53,TB-L-2738,
303,TBLC1807-09,TBCOLL_20180724_1_0280_1,50.89,33.38,18.87,23.53,1.05,6.61,15.87,1.75,15.21,TB-L-2739,
304,TBLC1807-10,TBCOLL_20180724_1_0280_1,38.56,24.31,17.39,11.22,1.04,3.37,7.86,1.37,7.6,TB-L-2740,
305,TBLC1807-11,TBCOLL_20180724_1_0282_1,64.66,50.26,32.35,65.89,0.99,10.91,46.48,2.21,37.73,TB-L-2741,
306,TBLC1807-12,TBCOLL_20180724_1_0282_1,44.14,35.48,18.23,18.73,1.04,3.23,14.34,1.34,13.08,TB-L-2742,
307,TBLC1807-13,TBCOLL_20180724_1_0282_1,63.86,37.88,21.44,33.96,1,8.31,21.94,1.84,19.36,TB-L-2743,
308,TBLC1807-14,TBCOLL_20180724_1_0282_1,61.46,35.99,12.78,20.05,1.04,4.49,15.66,1.55,15.13,TB-L-2744,
309,TBLC1807-15,TBCOLL_20180724_1_0282_1,55.1,44.21,22.43,25.48,0.99,4.47,18.4,1.44,17.7,TB-L-2745,
310,TBBC1807-01,TBCOLL_20180724_1_0277_1,42.87,35.1,16.48,12.07,0.99,2.88,7.91,1.24,7.42,TB-B-2746,
311,TBBC1807-02,TBCOLL_20180724_1_0277_1,44.75,29.44,16.39,13.04,1.03,3.02,8.19,1.29,7.86,TB-B-2747,
312,TBBC1807-03,TBCOLL_20180724_1_0277_1,53.79,32.82,17.88,24.15,1.05,5.99,14.77,1.52,13.68,TB-B-2748,
313,TBBC1807-04,TBCOLL_20180724_1_0277_1,51.99,35.23,21.24,18.22,1.06,4.61,11.88,1.55,11.37,TB-B-2749,
314,TBBC1807-05,TBCOLL_20180724_1_0277_1,48.23,34.74,18.4,17.41,1.04,4.54,10.58,1.38,10.15,TB-B-2750,
