,FixedLocationID,Estuary,SectionName,StationName,StationNumber,ParcelName,ParcelArea,CultchDensity,LatitudeDec,LongitudeDec,Recruitment,Survey,Sediment,Collections,ShellBudget,Dataloggers,Cage,Wave,StartDate,EndDate,Comments,StationNameNumber,EstuaryLongName,DateLastCultched
499,0312,LW,R,LW-R-4,4,NA,NA,NA,26,-80,Y,Y,Y,Y,N,N,N,N,1/1/2020,12/31/2099,NA,LW-R-4-4,Lake Worth,NA
500,0313,PE,N,Mirage Bar,1,NA,NA,NA,30.48309,-87.14688,Y,N,Y,Y,N,N,N,N,3/1/2022,12/31/2099,NA,Mirage Bar-1,Pensacola Bay,NA
501,0314,PE,N,Trout Bayou #1,2,NA,NA,NA,30.51703,-87.111649,Y,N,Y,Y,N,Y,N,N,3/1/2022,12/31/2099,NA,Trout Bayou #1-2,Pensacola Bay,NA
502,0315,PE,N,Dogleg Bar,3,NA,NA,NA,30.496139,-87.11554,Y,N,N,Y,N,N,N,N,3/1/2022,12/31/2099,NA,Dogleg Bar-3,Pensacola Bay,NA
503,0316,PE,N,Garcon Bar,4,NA,NA,NA,30.482299,-87.11396,Y,N,N,Y,N,N,N,N,3/1/2022,12/31/2099,NA,Garcon Bar-4,Pensacola Bay,NA
504,0317,PE,N,Boathouse Lumps,5,NA,NA,NA,30.46725,-87.10064,Y,N,Y,Y,N,N,N,N,3/1/2022,12/31/2099,NA,Boathouse Lumps-5,Pensacola Bay,NA
505,0318,PE,E,White Point,6,NA,NA,NA,30.455469,-87.057749,Y,N,N,Y,N,N,N,N,3/1/2022,12/31/2099,NA,White Point-6,Pensacola Bay,NA
506,0319,PE,E,Escribano Point Bar,7,NA,NA,NA,30.485439,-87.018329,Y,N,Y,Y,N,Y,N,N,3/1/2022,12/31/2099,NA,Escribano Point Bar-7,Pensacola Bay,NA
507,0320,PE,E,Halfmoon Bar,8,NA,NA,NA,30.433769,-87.01102,Y,N,Y,Y,N,N,N,N,3/1/2022,12/31/2099,NA,Halfmoon Bar-8,Pensacola Bay,NA
508,0321,PE,E,East River North,9,NA,NA,NA,30.46239,-86.959479,Y,N,Y,Y,N,N,N,N,3/1/2022,12/31/2099,NA,East River North-9,Pensacola Bay,NA
509,0322,PE,E,East River Beds,10,NA,NA,NA,30.4569,-86.927529,Y,Y,N,Y,N,N,N,N,3/1/2022,12/31/2099,NA,East River Beds-10,Pensacola Bay,NA
510,S101,SS,S,SS Shell Budget 344 (2022),344,NA,NA,NA,29.16547,-82.9784,N,N,N,N,Y,N,N,N,1/1/2022,12/31/2022,NA,SS Shell Budget 344 (2022),Suwannee Sound,NA
511,S102,SS,S,SS Shell Budget 77 (2022),77,NA,NA,NA,29.14936,-83.06521,N,N,N,N,Y,N,N,N,1/1/2022,12/31/2022,NA,SS Shell Budget 77 (2022),Suwannee Sound,NA
512,S103,SS,S,SS Shell Budget 401 (2022),401,NA,NA,NA,29.18632,-83.06951,N,N,N,N,Y,N,N,N,1/1/2022,12/31/2022,NA,SS Shell Budget 401 (2022),Suwannee Sound,NA
513,S104,SS,S,SS Shell Budget 241 (2022),241,NA,NA,NA,29.16331,-83.04922,N,N,N,N,Y,N,N,N,1/1/2022,12/31/2022,NA,SS Shell Budget 241 (2022),Suwannee Sound,NA
514,S105,SS,N,SS Shell Budget 827 (2022),827,NA,NA,NA,29.43305,-83.24109,N,N,N,N,Y,N,N,N,1/1/2022,12/31/2022,NA,SS Shell Budget 827 (2022),Suwannee Sound,NA
515,S106,SS,N,SS Shell Budget 747 (2022),747,NA,NA,NA,29.42099,-83.2234,N,N,N,N,Y,N,N,N,1/1/2022,12/31/2022,NA,SS Shell Budget 747 (2022),Suwannee Sound,NA
516,0335,SA,E,SA Baywide 59,59,NA,NA,NA,30.0191,-85.444866,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Sand,SA Baywide 59,St. Andrew Bay,NA
517,0336,SA,E,SA Baywide 80,80,NA,NA,NA,30.021516,-85.46925,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 80,St. Andrew Bay,NA
518,0337,SA,E,SA Baywide 125,125,NA,NA,NA,30.02205,-85.456666,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Sand,SA Baywide 125,St. Andrew Bay,NA
519,0338,SA,E,SA Baywide 127,127,NA,NA,NA,30.022066,-85.453833,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Sand,SA Baywide 127,St. Andrew Bay,NA
520,0339,SA,E,SA Baywide 154,154,NA,NA,NA,30.024033,-85.473866,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Sand,SA Baywide 154,St. Andrew Bay,NA
521,0340,SA,E,SA Baywide 205,205,NA,NA,NA,30.025516,-85.460966,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 205,St. Andrew Bay,NA
522,0341,SA,E,SA Baywide 207,207,NA,NA,NA,30.025316,-85.458483,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 207,St. Andrew Bay,NA
523,0342,SA,E,SA Baywide 209,209,NA,NA,NA,30.026233,-85.454983,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 209,St. Andrew Bay,NA
524,0343,SA,E,SA Baywide 249,249,NA,NA,NA,30.026966,-85.471133,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 249,St. Andrew Bay,NA
525,0344,SA,E,SA Baywide 291,291,NA,NA,NA,30.028083,-85.475383,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 291,St. Andrew Bay,NA
526,0345,SA,E,SA Baywide 330,330,NA,NA,NA,30.0308,-85.48995,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 330,St. Andrew Bay,NA
527,0346,SA,E,SA Baywide 380,380,NA,NA,NA,30.03185,-85.494583,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 380,St. Andrew Bay,NA
528,0347,SA,E,SA Baywide 516,516,NA,NA,NA,30.03685,-85.489316,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 516,St. Andrew Bay,NA
529,0348,SA,E,SA Baywide 562,562,NA,NA,NA,30.038916,-85.49365,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 562,St. Andrew Bay,NA
530,0349,SA,E,SA Baywide 651,651,NA,NA,NA,30.0421,-85.504133,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Sand,SA Baywide 651,St. Andrew Bay,NA
531,0350,SA,E,SA Baywide 707,707,NA,NA,NA,30.0433,-85.491916,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 707,St. Andrew Bay,NA
532,0351,SA,E,SA Baywide 745,745,NA,NA,NA,30.045216,-85.502033,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 745,St. Andrew Bay,NA
533,0352,SA,E,SA Baywide 789,789,NA,NA,NA,30.04675,-85.505866,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 789,St. Andrew Bay,NA
534,0353,SA,E,SA Baywide 791,791,NA,NA,NA,30.048066,-85.502416,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 791,St. Andrew Bay,NA
535,0354,SA,E,SA Baywide 932,932,NA,NA,NA,30.051983,-85.502583,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 932,St. Andrew Bay,NA
536,0355,SA,E,SA Baywide 1160,1160,NA,NA,NA,30.062066,-85.511983,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 1160,St. Andrew Bay,NA
537,0356,SA,E,SA Baywide 1442,1442,NA,NA,NA,30.077733,-85.50065,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Sand,SA Baywide 1442,St. Andrew Bay,NA
538,0357,SA,E,SA Baywide 1483,1483,NA,NA,NA,30.07995,-85.499,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 1483,St. Andrew Bay,NA
539,0358,SA,E,SA Baywide 1701,1701,NA,NA,NA,30.086683,-85.5263,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 1701,St. Andrew Bay,NA
540,0359,SA,N,SA Baywide 3915,3915,NA,NA,NA,30.22875,-85.7082,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 3915,St. Andrew Bay,NA
541,0360,SA,N,SA Baywide 4274,4274,NA,NA,NA,30.237416,-85.704883,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 4274,St. Andrew Bay,NA
542,0361,SA,N,SA Baywide 4687,4687,NA,NA,NA,30.246183,-85.69295,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 4687,St. Andrew Bay,NA
543,0362,SA,N,SA Baywide 5000,5000,NA,NA,NA,30.239816,-85.70425,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 5000,St. Andrew Bay,NA
544,0363,SA,N,SA Baywide 5383,5383,NA,NA,NA,30.256766,-85.681566,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 5383,St. Andrew Bay,NA
545,0364,SA,N,SA Baywide 5682,5682,NA,NA,NA,30.260033,-85.64615,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 5682,St. Andrew Bay,NA
546,0365,SA,N,SA Baywide 5802,5802,NA,NA,NA,30.26135,-85.67805,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 5802,St. Andrew Bay,NA
547,0366,SA,N,SA Baywide 5959,5959,NA,NA,NA,30.262666,-85.635233,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 5959,St. Andrew Bay,NA
548,0367,SA,N,SA Baywide 6069,6069,NA,NA,NA,30.264583,-85.66375,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 6069,St. Andrew Bay,NA
549,0368,SA,N,SA Baywide 6187,6187,NA,NA,NA,30.264916,-85.666583,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 6187,St. Andrew Bay,NA
550,0369,SA,N,SA Baywide 6191,6191,NA,NA,NA,30.266716,-85.65885,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 6191,St. Andrew Bay,NA
551,0370,SA,N,SA Baywide 6505,6505,NA,NA,NA,30.270883,-85.655866,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 6505,St. Andrew Bay,NA
552,0371,SA,W,SA Baywide 4492,4492,NA,NA,NA,30.24215,-85.73705,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Mud,SA Baywide 4492,St. Andrew Bay,NA
553,0372,SA,W,SA Baywide 5308,5308,NA,NA,NA,30.2554,-85.826366,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 5308,St. Andrew Bay,NA
554,0373,SA,W,SA Baywide 5339,5339,NA,NA,NA,30.256366,-85.776166,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 5339,St. Andrew Bay,NA
555,0374,SA,W,SA Baywide 5454,5454,NA,NA,NA,30.258133,-85.813716,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 5454,St. Andrew Bay,NA
556,0375,SA,W,SA Baywide 5735,5735,NA,NA,NA,30.26015,-85.815883,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 5735,St. Andrew Bay,NA
557,0376,SA,W,SA Baywide 6020,6020,NA,NA,NA,30.2645,-85.7819,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 6020,St. Andrew Bay,NA
558,0377,SA,W,SA Baywide 6139,6139,NA,NA,NA,30.266016,-85.795483,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 6139,St. Andrew Bay,NA
559,0378,SA,W,SA Baywide 6352,6352,NA,NA,NA,30.26905,-85.816816,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 6352,St. Andrew Bay,NA
560,0379,SA,W,SA Baywide 6637,6637,NA,NA,NA,30.274333,-85.81185,N,Y,N,N,N,N,N,N,8/1/2022,9/30/2022,Substrate = Oyster,SA Baywide 6637,St. Andrew Bay,NA
561,0380,SA,W,Ward Creek Reef,1,NA,NA,NA,30.26375,-85.8456,Y,Y,Y,Y,N,N,N,N,1/1/2023,12/31/2099,NA,Ward Creek Reef-1,St. Andrew Bay,NA
562,0381,SA,W,Crooked Creek,2,NA,NA,NA,30.26905,-85.816817,Y,Y,N,Y,N,N,N,N,1/1/2023,12/31/2099,NA,Crooked Creek-2,St. Andrew Bay,NA
563,0382,SA,W,South Channel Ridge,3,NA,NA,NA,30.25925,-85.784767,Y,Y,N,Y,N,N,N,N,1/1/2023,12/31/2099,NA,South Channel Ridge-3,St. Andrew Bay,NA
564,0383,SA,W,West Bay Point,4,NA,NA,NA,30.2422,-85.729383,Y,Y,Y,Y,N,Y,N,N,1/1/2023,12/31/2099,NA,West Bay Point-4,St. Andrew Bay,NA
565,0384,SA,N,Mud Bayou,5,NA,NA,NA,30.2385,-85.706367,Y,Y,Y,Y,N,N,N,N,1/1/2023,12/31/2099,NA,Mud Bayou-5,St. Andrew Bay,NA
566,0385,SA,N,Newman Bayou,6,NA,NA,NA,30.265017,-85.668383,Y,Y,N,Y,N,N,N,N,1/1/2023,12/31/2099,NA,Newman Bayou-6,St. Andrew Bay,NA
567,0386,SA,N,Grassy Point,7,NA,NA,NA,30.2635,-85.635733,Y,Y,Y,Y,N,N,N,N,1/1/2023,12/31/2099,NA,Grassy Point-7,St. Andrew Bay,NA
568,0387,SA,E,Goose Point,8,NA,NA,NA,30.06591,-85.52038,Y,Y,Y,Y,N,N,N,N,1/1/2023,12/31/2099,NA,Goose Point-8,St. Andrew Bay,NA
569,0388,SA,E,Little Oyster Bar,9,NA,NA,NA,30.05354,-85.50507,Y,Y,N,Y,N,N,N,N,1/1/2023,12/31/2099,NA,Little Oyster Bar-9,St. Andrew Bay,NA
570,0389,SA,E,Strange Bayou,10,NA,NA,NA,30.038917,-85.49365,Y,Y,N,Y,N,Y,N,N,1/1/2023,12/31/2099,NA,Strange Bayou-10,St. Andrew Bay,NA
571,0390,SA,E,Baker Point,11,NA,NA,NA,30.026967,-85.471033,Y,Y,Y,Y,N,N,N,N,1/1/2023,12/31/2099,NA,Baker Point-11,St. Andrew Bay,NA
572,S108,SS,N,SS Shell Budget 734 (2022),734,NA,NA,NA,29.41827,-83.25135,N,N,N,N,Y,N,N,N,1/1/2022,12/31/2022,NA,SS Shell Budget 734 (2022),Suwannee Sound,NA
573,S109,SS,N,SS Shell Budget 788 (2022),788,NA,NA,NA,29.42714,-83.25993,N,N,N,N,Y,N,N,N,1/1/2022,12/31/2022,NA,SS Shell Budget 788 (2022),Suwannee Sound,NA
574,S110,SS,C,SS Shell Budget 596 (2022),596,NA,NA,NA,29.29052,-83.18283,N,N,N,N,Y,N,N,N,1/1/2022,12/31/2022,NA,SS Shell Budget 596 (2022),Suwannee Sound,NA
575,S111,SS,N,SS Shell Budget 637 (2022),637,NA,NA,NA,29.36879,-83.18974,N,N,N,N,Y,N,N,N,1/1/2022,12/31/2022,NA,SS Shell Budget 637 (2022),Suwannee Sound,NA
576,S113,SS,S,SS Shell Budget 484 (2022),484,NA,NA,NA,29.21468,-83.08425,N,N,N,N,Y,N,N,N,1/1/2022,12/31/2022,NA,SS Shell Budget 484 (2022),Suwannee Sound,NA
577,S114,SS,S,SS Shell Budget 514 (2022),514,NA,NA,NA,29.22392,-83.08058,N,N,N,N,Y,N,N,N,1/1/2022,12/31/2022,NA,SS Shell Budget 514 (2022),Suwannee Sound,NA
578,S001,SS,S,SS Baywide 2043,2043,NA,NA,NA,29.15512,-83.01432,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2043,Suwannee Sound,NA
579,S002,SS,C,SS Baywide 1740,1740,NA,NA,NA,29.33308,-83.1582,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 1740,Suwannee Sound,NA
580,S003,SS,C,SS Baywide 1822,1822,NA,NA,NA,29.34416,-83.17271,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 1822,Suwannee Sound,NA
581,S004,SS,C,SS Baywide 1958,1958,NA,NA,NA,29.34611,-83.17461,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Sand,SS Baywide 1958,Suwannee Sound,NA
582,S006,SS,S,SS Baywide 1974,1974,NA,NA,NA,29.12951,-83.09387,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 1974,Suwannee Sound,NA
583,S005,SS,S,SS Baywide 2013,2013,NA,NA,NA,29.12905,-83.07339,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2013,Suwannee Sound,NA
584,S008,SS,S,SS Baywide 2014,2014,NA,NA,NA,29.14468,-83.06429,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2014,Suwannee Sound,NA
585,S009,SS,S,SS Baywide 2255,2255,NA,NA,NA,29.15202,-83.06076,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2255,Suwannee Sound,NA
586,S014,SS,S,SS Baywide 2086,2086,NA,NA,NA,29.15189,-83.05691,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; 2088 written,SS Baywide 2086,Suwannee Sound,NA
587,S013,SS,S,SS Baywide 2116,2116,NA,NA,NA,29.16168,-83.03506,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2116,Suwannee Sound,NA
588,S010,SS,S,SS Baywide 2263,2263,NA,NA,NA,29.16024,-83.04911,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2263,Suwannee Sound,NA
589,S011,SS,S,SS Baywide 2419,2419,NA,NA,NA,29.1539,-83.04308,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2419,Suwannee Sound,NA
590,S012,SS,S,SS Baywide 2421,2421,NA,NA,NA,29.15404,-83.03368,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2421,Suwannee Sound,NA
591,S016,SS,C,SS Baywide 1808,1808,NA,NA,NA,29.23558,-83.07683,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; supplemental WQ from UF survey,SS Baywide 1808,Suwannee Sound,NA
592,S015,SS,C,SS Baywide 1815,1815,NA,NA,NA,29.23726,-83.07612,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; supplemental WQ from UF survey,SS Baywide 1815,Suwannee Sound,NA
593,S019,SS,C,SS Baywide 1911,1911,NA,NA,NA,29.23677,-83.07253,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; supplemental WQ from UF survey,SS Baywide 1911,Suwannee Sound,NA
594,S020,SS,C,SS Baywide 1913,1913,NA,NA,NA,29.23753,-83.07161,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; supplemental WQ from UF survey,SS Baywide 1913,Suwannee Sound,NA
595,S017,SS,C,SS Baywide 1925,1925,NA,NA,NA,29.23634,-83.07542,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; supplemental WQ from UF survey,SS Baywide 1925,Suwannee Sound,NA
596,S021,SS,C,SS Baywide 1942,1942,NA,NA,NA,29.23413,-83.07388,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; supplemental WQ from UF survey,SS Baywide 1942,Suwannee Sound,NA
597,S018,SS,C,SS Baywide 1949,1949,NA,NA,NA,29.23561,-83.07434,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; supplemental WQ from UF survey,SS Baywide 1949,Suwannee Sound,NA
598,S022,SS,S,SS Baywide 2060,2060,NA,NA,NA,29.16214,-83.0035,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; supplemental WQ from UF survey,SS Baywide 2060,Suwannee Sound,NA
599,S023,SS,S,SS Baywide 2270,2270,NA,NA,NA,29.16422,-82.99496,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; supplemental WQ from UF survey (CRN002; nearest station 2270),SS Baywide 2270,Suwannee Sound,NA
600,S024,SS,S,SS Baywide 2140,2140,NA,NA,NA,29.16869,-83.0638,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2140,Suwannee Sound,NA
601,S026,SS,S,SS Baywide 2173,2173,NA,NA,NA,29.18644,-83.06244,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2173,Suwannee Sound,NA
602,S025,SS,S,SS Baywide 2290,2290,NA,NA,NA,29.18061,-83.06583,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2290,Suwannee Sound,NA
603,S027,SS,S,SS Baywide 2513,2513,NA,NA,NA,29.1857,-83.05154,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 2513,Suwannee Sound,NA
604,0600,SL,N,SL-N-4,4,NA,NA,NA,27.16516,-80.2564,Y,Y,N,Y,N,N,N,N,1/1/2023,12/31/2099,NA,SL-N-4-4,St. Lucie,NA
605,L001,SL,S,SL S 27099_80153 1,1,NA,NA,NA,27.16516,-80.2564,N,Y,N,N,N,N,N,N,4/30/2023,6/1/2023,27099_80153,SL-S-27099_80153-1,St. Lucie,NA
606,S028,SS,C,SS Baywide 1126,1126,NA,NA,NA,29.33045,-83.17344,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 1126,Suwannee Sound,NA
607,0527,TB,L,TB North Skyway,6,NA,NA,NA,27.67615,-82.6813,Y,Y,Y,Y,N,N,N,Y,12/1/2022,12/31/2099,NA,TB North Skyway 6,Tampa Bay,NA
608,0528,TB,R,TB Manatee River,7,NA,NA,NA,27.52722,-82.4854,Y,Y,Y,Y,N,N,N,Y,12/1/2022,12/31/2099,NA,TB Manatee River 7,Tampa Bay,NA
609,0529,TB,R,TB Braden River,8,NA,NA,NA,27.49682,-82.5249,Y,Y,Y,Y,N,N,N,Y,12/1/2022,12/31/2099,NA,TB Braden River 8,Tampa Bay,NA
610,S029,SS,C,SS Baywide 1767,1767,NA,NA,NA,29.3397,-83.16849,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 1767,Suwannee Sound,NA
611,S030,SS,C,SS Baywide 1096,1096,NA,NA,NA,29.31489,-83.18196,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Mud,SS Baywide 1096,Suwannee Sound,NA
612,S032,SS,C,SS Baywide 1181,1181,NA,NA,NA,29.3633,-83.17786,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; bottom type recorded Mud  ,SS Baywide 1181,Suwannee Sound,NA
613,S034,SS,C,SS Baywide 1217,1217,NA,NA,NA,29.37053,-83.1671,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 1217,Suwannee Sound,NA
614,S033,SS,C,SS Baywide 1798,1798,NA,NA,NA,29.36674,-83.17035,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 1798,Suwannee Sound,NA
615,S031,SS,C,SS Baywide 1831,1831,NA,NA,NA,29.35625,-83.18483,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; bottom type recorded Other  ,SS Baywide 1831,Suwannee Sound,NA
616,S036,SS,C,SS Baywide 1692,1692,NA,NA,NA,29.23537,-83.06525,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 1692,Suwannee Sound,NA
617,S037,SS,C,SS Baywide 1804,1804,NA,NA,NA,29.23108,-83.07318,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; 1804 sampled 7/16/21? 1933 sampled 8/11/21,SS Baywide 1804,Suwannee Sound,NA
618,S035,SS,C,SS Baywide 1890,1890,NA,NA,NA,29.241,-83.07169,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 1890,Suwannee Sound,NA
619,S007,SS,S,SS Baywide 1993,1993,NA,NA,NA,29.14731,-83.07604,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; bottom type recorded as Sand; some hash substrate sampled,SS Baywide 1993,Suwannee Sound,NA
620,S040,SS,N,SS Baywide 16,16,NA,NA,NA,29.37485,-83.1928,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster,SS Baywide 16,Suwannee Sound,NA
621,S041,SS,N,SS Baywide 233,233,NA,NA,NA,29.37708,-83.19715,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Oyster ; 234 written ,SS Baywide 233,Suwannee Sound,NA
622,S042,SS,N,SS Baywide 246,246,NA,NA,NA,29.36552,-83.20234,N,Y,N,N,N,N,N,N,1/1/2021,12/31/2021,Depth Strata = Intertidal ; Bottom Type =  Mud,SS Baywide 246,Suwannee Sound,NA
