"","SampleEventWQID","SampleEventID","Temperature","Salinity","DissolvedOxygen","pH","Depth","SampleDepth","Secchi","TurbidityYSI","TurbidityHach","Comments","CollectionTime","PercentDissolvedOxygen","YSICalibration","YSINotes"
"144","ABSDTP_20180417_1_0099_1_01","ABSDTP_20180417_1_0099_1",18.8,17.05,8.47,8.2,1.5,NA,0.75,NA,NA,"WQ logged in YSI only",NA,NA,NA,NA
"145","ABSDTP_20180524_1_0157_1_01","ABSDTP_20180524_1_0157_1",27.3,11.52,7.74,8.21,1.5,NA,1,NA,NA,NA,NA,NA,NA,NA
"146","ABSDTP_20180524_1_0164_1_01","ABSDTP_20180524_1_0164_1",28.2,24.62,5.44,7.81,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"147","ABSDTP_20180524_1_0008_1_01","ABSDTP_20180524_1_0008_1",28.1,26.61,6.51,8.04,2.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"148","ABSDTP_20180524_1_0020_1_01","ABSDTP_20180524_1_0020_1",27.7,20.19,7.54,8.11,2.25,NA,1,NA,NA,NA,NA,NA,NA,NA
"149","ABSDTP_20180524_1_0097_1_01","ABSDTP_20180524_1_0097_1",28.1,24.43,6.82,8.07,2.25,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"150","ABSDTP_20180524_1_0099_1_01","ABSDTP_20180524_1_0099_1",27.6,22.6,7.33,8.12,2.25,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"151","ABSDTP_20180625_1_0157_1_01","ABSDTP_20180625_1_0157_1",31.4,37.1,9.86,8.19,1.75,NA,0.5,NA,NA,"Salinity and DO outside expected range",NA,NA,NA,NA
"152","ABSDTP_20180625_1_0164_1_01","ABSDTP_20180625_1_0164_1",30.3,37.4,8.54,8.13,2,NA,1,NA,NA,"Salinity and DO outside expected range",NA,NA,NA,NA
"153","ABSDTP_20180625_1_0008_1_01","ABSDTP_20180625_1_0008_1",30.2,21.5,8.46,8.17,2.5,NA,1,NA,NA,"DO outside expected range",NA,NA,NA,NA
"154","ABSDTP_20180625_1_0020_1_01","ABSDTP_20180625_1_0020_1",30.7,33.5,7.03,8.18,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"155","ABSDTP_20180625_1_0097_1_01","ABSDTP_20180625_1_0097_1",30.7,23.3,7.93,8.16,2,NA,0.75,NA,NA,"DO outside expected range",NA,NA,NA,NA
"156","ABSDTP_20180625_1_0099_1_01","ABSDTP_20180625_1_0099_1",30.7,20.5,8.33,8.18,2,NA,1.25,NA,NA,"DO outside expected range",NA,NA,NA,NA
"157","ABSDTP_20180724_1_0157_1_01","ABSDTP_20180724_1_0157_1",29.3,36.7,6.17,NA,1.75,NA,0.75,NA,NA,"Salinity and pH outside expected range",NA,NA,NA,NA
"158","ABSDTP_20180724_1_0164_1_01","ABSDTP_20180724_1_0164_1",29,36.7,6.08,NA,2,NA,1.25,NA,NA,"Salinity and pH outside expected range",NA,NA,NA,NA
"159","ABSDTP_20180724_1_0008_1_01","ABSDTP_20180724_1_0008_1",29.9,27.1,4.99,NA,2.5,NA,0.5,NA,NA,"pH not recorded",NA,NA,NA,NA
"160","ABSDTP_20180724_1_0020_1_01","ABSDTP_20180724_1_0020_1",28.8,18.8,7.11,NA,2.25,NA,0.75,NA,NA,"pH not recorded",NA,NA,NA,NA
"161","ABSDTP_20180724_1_0097_1_01","ABSDTP_20180724_1_0097_1",29.2,19.6,6.36,NA,2,NA,1,NA,NA,"pH not recorded",NA,NA,NA,NA
"162","ABSDTP_20180724_1_0099_1_01","ABSDTP_20180724_1_0099_1",29.3,21.5,6.77,NA,2,NA,1,NA,NA,"pH not recorded",NA,NA,NA,NA
"163","ABSDTP_20180824_1_0157_1_01","ABSDTP_20180824_1_0157_1",29.6,26.8,5.14,NA,2,NA,0.5,NA,NA,"pH not recorded",NA,NA,NA,NA
"164","ABSDTP_20180823_1_0164_1_01","ABSDTP_20180823_1_0164_1",28.6,22.3,5.84,NA,2,NA,0.75,NA,NA,"pH not recorded",NA,NA,NA,NA
"165","ABSDTP_20180824_1_0008_1_01","ABSDTP_20180824_1_0008_1",29.9,17.9,5.02,NA,2.25,NA,0.5,NA,NA,"pH not recorded",NA,NA,NA,NA
"166","ABSDTP_20180824_1_0020_1_01","ABSDTP_20180824_1_0020_1",29.6,18.7,5.71,NA,2.25,NA,0.75,NA,NA,"pH not recorded",NA,NA,NA,NA
"167","ABSDTP_20180824_1_0097_1_01","ABSDTP_20180824_1_0097_1",29.5,19.6,4.63,NA,3,NA,1,NA,NA,"pH not recorded",NA,NA,NA,NA
"168","ABSDTP_20180824_1_0099_1_01","ABSDTP_20180824_1_0099_1",29.5,21.9,5.82,NA,2.25,NA,0.75,NA,NA,"pH not recorded",NA,NA,NA,NA
"169","ABSDTP_20180926_1_0157_1_01","ABSDTP_20180926_1_0157_1",28.4,13.27,8.69,8.07,1.5,NA,0.5,NA,NA,"DO outside expected range",NA,NA,NA,NA
"170","ABSDTP_20180926_1_0164_1_01","ABSDTP_20180926_1_0164_1",28.3,14.28,7.64,7.84,1.75,NA,1,NA,NA,NA,NA,NA,NA,NA
"171","ABSDTP_20180926_1_0008_1_01","ABSDTP_20180926_1_0008_1",28.5,14.46,4.34,7.19,2,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"172","ABSDTP_20180926_1_0020_1_01","ABSDTP_20180926_1_0020_1",28.5,26.8,6.22,7.27,2,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"173","ABSDTP_20180926_1_0097_1_01","ABSDTP_20180926_1_0097_1",28.6,25.99,6.4,7.52,2.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"174","ABSDTP_20180926_1_0099_1_01","ABSDTP_20180926_1_0099_1",28.8,27.13,6.55,7.62,1.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"175","ABSDTP_20181109_1_0157_1_01","ABSDTP_20181109_1_0157_1",24.8,11.37,9.14,7.93,1.25,NA,1,NA,NA,NA,NA,NA,NA,NA
"176","ABSDTP_20181030_1_0164_1_01","ABSDTP_20181030_1_0164_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Water quality not taken",NA,NA,NA,NA
"177","ABSDTP_20181030_1_0008_1_01","ABSDTP_20181030_1_0008_1",22.6,7.4,7.2,7.78,2,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"178","ABSDTP_20181030_1_0020_1_01","ABSDTP_20181030_1_0020_1",22.3,15.03,6.95,7.38,2,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"179","ABSDTP_20181030_1_0097_1_01","ABSDTP_20181030_1_0097_1",22,15.84,7.68,7.75,2.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"180","ABSDTP_20181030_1_0099_1_01","ABSDTP_20181030_1_0099_1",21.8,19.32,7.94,7.73,1.75,NA,1,NA,NA,NA,NA,NA,NA,NA
"181","ABSDTP_20181129_1_0157_1_01","ABSDTP_20181129_1_0157_1",15.3,18.44,10.89,8.08,1.25,NA,1,NA,NA,"DO outside expected range",NA,NA,NA,NA
"182","ABSDTP_20181129_1_0164_1_01","ABSDTP_20181129_1_0164_1",13.8,5.68,9.65,7.59,1.75,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"183","ABSDTP_20181129_1_0008_1_01","ABSDTP_20181129_1_0008_1",12.5,14,8.96,7.87,2,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"184","ABSDTP_20181129_1_0020_1_01","ABSDTP_20181129_1_0020_1",14,11.51,9.46,7.95,2,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"185","ABSDTP_20181129_1_0097_1_01","ABSDTP_20181129_1_0097_1",13.1,6.79,10.24,7.87,2.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"186","ABSDTP_20181129_1_0099_1_01","ABSDTP_20181129_1_0099_1",13.3,7.42,10.2,7.86,1.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"187","ABSDTP_20181218_1_0157_1_01","ABSDTP_20181218_1_0157_1",14.7,5.64,11.4,8.03,1.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"188","ABSDTP_20181218_1_0164_1_01","ABSDTP_20181218_1_0164_1",14,1.57,9.66,7.29,1.75,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"189","ABSDTP_20181218_1_0008_1_01","ABSDTP_20181218_1_0008_1",13.5,0.06,8.68,8.08,2,NA,0.75,NA,NA,"Salinity outside expected range",NA,NA,NA,NA
"190","ABSDTP_20181218_1_0020_1_01","ABSDTP_20181218_1_0020_1",14.2,2.87,10.26,7.44,1.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"191","ABSDTP_20181218_1_0097_1_01","ABSDTP_20181218_1_0097_1",14.1,2.89,9.9,7.48,2.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"192","ABSDTP_20181218_1_0099_1_01","ABSDTP_20181218_1_0099_1",14.2,3.19,9.46,7.45,1.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"193","ABSDTP_20190116_1_0157_1_01","ABSDTP_20190116_1_0157_1",13.4,2.81,11.4,8.04,1.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"194","ABSDTP_20190116_1_0164_1_01","ABSDTP_20190116_1_0164_1",12.7,0.66,9.93,7.83,2,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"195","ABSDTP_20190116_1_0008_1_01","ABSDTP_20190116_1_0008_1",12.5,0.04,8.9,8.44,2.25,NA,0.75,NA,NA,"Salinity outside expected range",NA,NA,NA,NA
"196","ABSDTP_20190116_1_0020_1_01","ABSDTP_20190116_1_0020_1",12.5,1.11,10.32,8.11,2,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"197","ABSDTP_20190116_1_0097_1_01","ABSDTP_20190116_1_0097_1",12.3,2.17,10.59,8.01,2.75,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"198","ABSDTP_20190116_1_0099_1_01","ABSDTP_20190116_1_0099_1",12.9,2.52,10.37,7.96,1.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"199","ABSDTP_20190212_1_0157_1_01","ABSDTP_20190212_1_0157_1",18.5,3.28,9.7,8.72,1.75,NA,0.25,NA,NA,"pH outside expected range",NA,NA,NA,NA
"200","ABSDTP_20190212_1_0164_1_01","ABSDTP_20190212_1_0164_1",18.2,5.25,9.98,8.7,2,NA,0.75,NA,NA,"pH outside expected range",NA,NA,NA,NA
"201","ABSDTP_20190212_1_0008_1_01","ABSDTP_20190212_1_0008_1",18,1.14,9.73,8.63,2.5,NA,0.75,NA,NA,"pH outside expected range",NA,NA,NA,NA
"202","ABSDTP_20190212_1_0020_1_01","ABSDTP_20190212_1_0020_1",16.8,26.69,8.96,8.1,2.25,NA,1,NA,NA,NA,NA,NA,NA,NA
"203","ABSDTP_20190212_1_0097_1_01","ABSDTP_20190212_1_0097_1",16.7,27.15,8.86,8.41,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"204","ABSDTP_20190212_1_0099_1_01","ABSDTP_20190212_1_0099_1",16.5,27.77,9.08,8.11,2,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"205","ABSDTP_20190325_1_0157_1_01","ABSDTP_20190325_1_0157_1",20,9.29,9.54,7.8,1.75,NA,1,NA,NA,NA,NA,NA,NA,NA
"206","ABSDTP_20190325_1_0164_1_01","ABSDTP_20190325_1_0164_1",19.7,10.47,9.12,7.65,2,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"207","ABSDTP_20190325_1_0008_1_01","ABSDTP_20190325_1_0008_1",19.2,4.53,8.61,7.31,2.75,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"208","ABSDTP_20190325_1_0020_1_01","ABSDTP_20190325_1_0020_1",18.6,14.71,8.79,7.46,2.25,NA,1,NA,NA,NA,NA,NA,NA,NA
"209","ABSDTP_20190325_1_0097_1_01","ABSDTP_20190325_1_0097_1",18.6,17.8,9.11,7.64,3,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"210","ABSDTP_20190325_1_0099_1_01","ABSDTP_20190325_1_0099_1",18.6,24.14,8.77,7.74,2,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"211","ABSDTP_20190423_1_0157_1_01","ABSDTP_20190423_1_0157_1",20.9,18.88,9.45,7.81,1.5,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"212","ABSDTP_20190423_1_0164_1_01","ABSDTP_20190423_1_0164_1",21.2,25.48,10.27,7.82,2,NA,1,NA,NA,"DO outside expected range",NA,NA,NA,NA
"213","ABSDTP_20190423_1_0008_1_01","ABSDTP_20190423_1_0008_1",21,13.25,8.65,7.68,2.25,NA,1,NA,NA,NA,NA,NA,NA,NA
"214","ABSDTP_20190423_1_0020_1_01","ABSDTP_20190423_1_0020_1",20.6,9.34,8.99,7.75,2,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"215","ABSDTP_20190423_1_0097_1_01","ABSDTP_20190423_1_0097_1",20.3,11.33,8.94,7.76,2.75,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"216","ABSDTP_20190423_1_0099_1_01","ABSDTP_20190423_1_0099_1",20.4,13.25,9.58,7.87,1.75,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"217","ABSDTP_20190521_1_0157_1_01","ABSDTP_20190521_1_0157_1",28.3,14.83,7.17,8.37,1.75,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"218","ABSDTP_20190521_1_0164_1_01","ABSDTP_20190521_1_0164_1",28.7,13.86,9.09,8.6,2,NA,0.75,NA,NA,"DO and pH outside expected range",NA,NA,NA,NA
"219","ABSDTP_20190521_1_0008_1_01","ABSDTP_20190521_1_0008_1",28.6,8.03,9.69,8.54,2.5,NA,0.75,NA,NA,"DO and pH outside expected range",NA,NA,NA,NA
"220","ABSDTP_20190521_1_0020_1_01","ABSDTP_20190521_1_0020_1",27.5,13.8,8.36,8.35,2.25,NA,1,NA,NA,NA,NA,NA,NA,NA
"221","ABSDTP_20190521_1_0097_1_01","ABSDTP_20190521_1_0097_1",27.6,15.57,8.02,8.62,2.75,NA,1,NA,NA,"pH outside expected range",NA,NA,NA,NA
"222","ABSDTP_20190521_1_0099_1_01","ABSDTP_20190521_1_0099_1",27.7,19.94,8,8.32,1.75,NA,1,NA,NA,NA,NA,NA,NA,NA
"223","ABSDTP_20190618_1_0157_1_01","ABSDTP_20190618_1_0157_1",30,17.43,8.29,8.48,1.75,NA,1,NA,NA,"DO outside expected range",NA,NA,NA,NA
"224","ABSDTP_20190618_1_0164_1_01","ABSDTP_20190618_1_0164_1",29.9,20.19,7.36,8.31,2.25,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"225","ABSDTP_20190618_1_0008_1_01","ABSDTP_20190618_1_0008_1",28.9,5.14,8.24,8.44,2.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"226","ABSDTP_20190618_1_0020_1_01","ABSDTP_20190618_1_0020_1",29.4,24.18,6.83,8.25,2.5,NA,1,NA,NA,NA,NA,NA,NA,NA
"227","ABSDTP_20190618_1_0097_1_01","ABSDTP_20190618_1_0097_1",29.4,24.43,6.6,8.26,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"228","ABSDTP_20190618_1_0099_1_01","ABSDTP_20190618_1_0099_1",29.5,27.73,6.74,8.34,2,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"229","ABSDTP_20190717_1_0157_1_01","ABSDTP_20190717_1_0157_1",31.9,12.04,7.63,8.56,1.75,NA,1,NA,NA,"pH outside expected range",NA,NA,NA,NA
"230","ABSDTP_20190717_1_0164_1_01","ABSDTP_20190717_1_0164_1",31.8,9.39,9.15,8.55,2,NA,0.75,NA,NA,"DO and pH outside expected range",NA,NA,NA,NA
"231","ABSDTP_20190717_1_0008_1_01","ABSDTP_20190717_1_0008_1",30.9,11.97,8.05,8.36,2.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"232","ABSDTP_20190717_1_0020_1_01","ABSDTP_20190717_1_0020_1",31,19.89,7.17,8.6,2.5,NA,0.75,NA,NA,"pH outside expected range",NA,NA,NA,NA
"233","ABSDTP_20190717_1_0097_1_01","ABSDTP_20190717_1_0097_1",30.9,19.87,6.5,8.52,2.75,NA,1,NA,NA,"pH outside expected range",NA,NA,NA,NA
"234","ABSDTP_20190717_1_0099_1_01","ABSDTP_20190717_1_0099_1",31,22.44,6.11,8.44,2,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"235","ABSDTP_20190820_1_0157_1_01","ABSDTP_20190820_1_0157_1",27.3,31.57,6.73,7.95,1.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"236","ABSDTP_20190820_1_0164_1_01","ABSDTP_20190820_1_0164_1",27.2,32.53,6.72,8.39,2,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"237","ABSDTP_20190820_1_0008_1_01","ABSDTP_20190820_1_0008_1",27.8,20.61,6.1,7.91,2.25,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"238","ABSDTP_20190820_1_0020_1_01","ABSDTP_20190820_1_0020_1",27.2,24.69,6.33,8.05,2.25,NA,1,NA,NA,NA,NA,NA,NA,NA
"239","ABSDTP_20190820_1_0097_1_01","ABSDTP_20190820_1_0097_1",27.3,23.6,6.67,8.19,2.75,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"240","ABSDTP_20190820_1_0099_1_01","ABSDTP_20190820_1_0099_1",27.4,23.35,6.68,8.05,1.75,NA,1,NA,NA,NA,NA,NA,NA,NA
"241","ABSDTP_20190916_1_0157_1_01","ABSDTP_20190916_1_0157_1",28.7,16.01,7.08,8.24,1.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"242","ABSDTP_20190916_1_0164_1_01","ABSDTP_20190916_1_0164_1",28.8,18.71,7.22,8.16,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"243","ABSDTP_20190916_1_0008_1_01","ABSDTP_20190916_1_0008_1",29.2,19.32,7.13,8.15,2.25,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"244","ABSDTP_20190916_1_0020_1_01","ABSDTP_20190916_1_0020_1",29,32.9,6.08,8.41,2.25,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"245","ABSDTP_20190916_1_0097_1_01","ABSDTP_20190916_1_0097_1",28.9,32.89,5.76,8.12,2.5,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"246","ABSDTP_20190916_1_0099_1_01","ABSDTP_20190916_1_0099_1",29.1,33.11,6.06,8.09,1.75,NA,1,NA,NA,NA,NA,NA,NA,NA
"247","ABSDTP_20191014_1_0157_1_01","ABSDTP_20191014_1_0157_1",27,26.42,7.45,8.59,1.75,NA,0.75,NA,NA,"pH outside expected range",NA,NA,NA,NA
"248","ABSDTP_20191014_1_0164_1_01","ABSDTP_20191014_1_0164_1",26.9,30.11,6.98,8.52,2,NA,1,NA,NA,"pH outside expected range",NA,NA,NA,NA
"249","ABSDTP_20191014_1_0008_1_01","ABSDTP_20191014_1_0008_1",27.1,24.23,8.05,8.61,2.25,NA,1.25,NA,NA,"pH outside expected range",NA,NA,NA,NA
"250","ABSDTP_20191014_1_0020_1_01","ABSDTP_20191014_1_0020_1",26.6,34.42,5.94,8.26,2.25,NA,1,NA,NA,NA,NA,NA,NA,NA
"251","ABSDTP_20191014_1_0097_1_01","ABSDTP_20191014_1_0097_1",26.6,34.11,6.15,8.5,2.75,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"252","ABSDTP_20191014_1_0099_1_01","ABSDTP_20191014_1_0099_1",26.7,33.99,5.99,8.48,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"253","ABSDTP_20191118_1_0157_1_01","ABSDTP_20191118_1_0157_1",16,22.94,10.35,8.51,1.5,NA,1.5,NA,NA,"DO and pH outside expected range",NA,NA,NA,NA
"254","ABSDTP_20191118_1_0164_1_01","ABSDTP_20191118_1_0164_1",16.3,28.42,8.55,8.29,2,NA,1.75,NA,NA,NA,NA,NA,NA,NA
"255","ABSDTP_20191118_1_0008_1_01","ABSDTP_20191118_1_0008_1",15.4,23.14,9.32,8.31,2.25,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"256","ABSDTP_20191118_1_0020_1_01","ABSDTP_20191118_1_0020_1",14.8,25.76,9.01,8.29,2.25,NA,1.75,NA,NA,NA,NA,NA,NA,NA
"257","ABSDTP_20191118_1_0097_1_01","ABSDTP_20191118_1_0097_1",14.8,26.89,9.15,8.36,2.75,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"258","ABSDTP_20191118_1_0099_1_01","ABSDTP_20191118_1_0099_1",15.2,31.84,8.75,8.32,1.75,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"259","ABSDTP_20191216_1_0157_1_01","ABSDTP_20191216_1_0157_1",17.5,20.87,9.81,8.15,1.25,NA,1,NA,NA,NA,NA,NA,NA,NA
"260","ABSDTP_20191216_1_0164_1_01","ABSDTP_20191216_1_0164_1",16.9,22.03,9.29,8.11,1.75,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"261","ABSDTP_20191216_1_0008_1_01","ABSDTP_20191216_1_0008_1",16.8,23.31,9.19,8.14,2,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"262","ABSDTP_20191216_1_0020_1_01","ABSDTP_20191216_1_0020_1",16.5,28.48,8.34,8.22,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"263","ABSDTP_20191216_1_0097_1_01","ABSDTP_20191216_1_0097_1",16.6,29.66,8.3,8.25,2.5,NA,1,NA,NA,NA,NA,NA,NA,NA
"264","ABSDTP_20191216_1_0099_1_01","ABSDTP_20191216_1_0099_1",16.5,31.26,8.19,8.18,1.5,NA,1,NA,NA,NA,NA,NA,NA,NA
"265","ABSDTP_20200114_1_0157_1_01","ABSDTP_20200114_1_0157_1",20,6.91,10.73,8.56,1.25,NA,1.25,NA,NA,"DO and pH outside expected range",NA,NA,NA,NA
"266","ABSDTP_20200114_1_0164_1_01","ABSDTP_20200114_1_0164_1",18.4,7.08,9.97,8.2,1.5,NA,1,NA,NA,NA,NA,NA,NA,NA
"267","ABSDTP_20200114_1_0008_1_01","ABSDTP_20200114_1_0008_1",17.4,0.08,7.85,7.41,2,NA,0.75,NA,NA,"Salinity outside expected range",NA,NA,NA,NA
"268","ABSDTP_20200114_1_0020_1_01","ABSDTP_20200114_1_0020_1",18.3,20.17,8.7,8.44,2,NA,1.75,NA,NA,NA,NA,NA,NA,NA
"269","ABSDTP_20200114_1_0097_1_01","ABSDTP_20200114_1_0097_1",18.4,19.65,9.18,8.45,2.5,NA,1,NA,NA,NA,NA,NA,NA,NA
"270","ABSDTP_20200114_1_0099_1_01","ABSDTP_20200114_1_0099_1",18.5,18.75,9.52,8.47,1.25,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"271","ABSDTP_20200217_1_0157_1_01","ABSDTP_20200217_1_0157_1",15.9,3.97,9.47,7.81,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","ABSDTP_20200217_1_0164_1_01","ABSDTP_20200217_1_0164_1",15.8,2.21,9.26,7.41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","ABSDTP_20200217_1_0008_1_01","ABSDTP_20200217_1_0008_1",15.4,0.08,8.5,8.02,2.25,NA,NA,NA,NA,"Salinity outside expected range",NA,NA,NA,NA
"274","ABSDTP_20200217_1_0020_1_01","ABSDTP_20200217_1_0020_1",16,10.23,8.98,7.92,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","ABSDTP_20200217_1_0097_1_01","ABSDTP_20200217_1_0097_1",16.3,18.23,8.65,8.27,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","ABSDTP_20200217_1_0099_1_01","ABSDTP_20200217_1_0099_1",16.3,23.02,8.48,8.05,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","ABSDTP_20200323_1_0157_1_01","ABSDTP_20200323_1_0157_1",25.3,0.44,7.87,8.35,1.25,NA,0.25,NA,NA,"Salinity outside expected range",NA,NA,NA,NA
"278","ABSDTP_20200323_1_0164_1_01","ABSDTP_20200323_1_0164_1",24.7,0.65,8.58,7.96,1.75,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"279","ABSDTP_20200323_1_0008_1_01","ABSDTP_20200323_1_0008_1",22.2,0.04,6.45,7.35,2,NA,0.5,NA,NA,"Salinity outside expected range",NA,NA,NA,NA
"280","ABSDTP_20200323_1_0020_1_01","ABSDTP_20200323_1_0020_1",21.5,19.11,2.28,7.42,1.75,NA,0.75,NA,NA,"DO outside expected range",NA,NA,NA,NA
"281","ABSDTP_20200323_1_0097_1_01","ABSDTP_20200323_1_0097_1",23.5,3.86,7.46,7.63,2.25,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"282","ABSDTP_20200323_1_0099_1_01","ABSDTP_20200323_1_0099_1",23.1,5.68,6.09,7.87,1.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"283","ABSDTP_20200421_1_0157_1_01","ABSDTP_20200421_1_0157_1",24,23.89,8.26,8.71,1.5,NA,0.75,NA,NA,"pH outside expected range",NA,NA,NA,NA
"284","ABSDTP_20200421_1_0164_1_01","ABSDTP_20200421_1_0164_1",23.1,20.87,8.36,8.66,2,NA,1.5,NA,NA,"pH outside expected range",NA,NA,NA,NA
"285","ABSDTP_20200421_1_0008_1_01","ABSDTP_20200421_1_0008_1",23,18.01,7.63,8.41,2.25,NA,1,NA,NA,NA,NA,NA,NA,NA
"286","ABSDTP_20200421_1_0020_1_01","ABSDTP_20200421_1_0020_1",23.4,13.51,8.56,8.58,2,NA,1.25,NA,NA,"pH outside expected range",NA,NA,NA,NA
"287","ABSDTP_20200421_1_0097_1_01","ABSDTP_20200421_1_0097_1",23.6,12.74,8.33,8.7,2.75,NA,1.25,NA,NA,"pH outside expected range",NA,NA,NA,NA
"288","ABSDTP_20200421_1_0099_1_01","ABSDTP_20200421_1_0099_1",23.4,13.01,8.45,8.33,1.75,NA,1.5,NA,NA,NA,NA,NA,NA,NA
"289","ABSDTP_20200622_1_0157_1_01","ABSDTP_20200622_1_0157_1",28.8,19.04,6.87,8.1,1.75,NA,1,NA,NA,NA,NA,NA,NA,NA
"290","ABSDTP_20200622_1_0164_1_01","ABSDTP_20200622_1_0164_1",29.3,27.44,5.91,8.26,2,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"291","ABSDTP_20200622_1_0008_1_01","ABSDTP_20200622_1_0008_1",28.6,12.7,6.59,7.87,2.5,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"292","ABSDTP_20200622_1_0020_1_01","ABSDTP_20200622_1_0020_1",28.7,16.95,7.03,8.47,2.25,NA,1.25,NA,NA,NA,NA,NA,NA,NA
"293","ABSDTP_20200622_1_0097_1_01","ABSDTP_20200622_1_0097_1",28.7,16.03,6.97,8.18,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"294","ABSDTP_20200622_1_0099_1_01","ABSDTP_20200622_1_0099_1",28.8,18.1,6.76,8.06,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"295","ABSDTP_20200720_1_0157_1_01","ABSDTP_20200720_1_0157_1",30.7,16.51,7.35,8.61,1.75,NA,0.75,NA,NA,"pH outside expected range",NA,NA,NA,NA
"296","ABSDTP_20200720_1_0164_1_01","ABSDTP_20200720_1_0164_1",31.3,26.61,5.87,8.24,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"297","ABSDTP_20200720_1_0008_1_01","ABSDTP_20200720_1_0008_1",31.1,25.04,5.57,8.22,2.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"298","ABSDTP_20200720_1_0020_1_01","ABSDTP_20200720_1_0020_1",30.5,28.56,5.95,8.08,2.25,NA,1,NA,NA,NA,NA,NA,NA,NA
