"OysterID","Date","Section","StationName","Station","TotalWeight","TarePanWeight","TissueWetWeight","ShellWetWeight","TissueDryWeight","ShellDryWeight","FinalTissueWt","CI","Temperature","Salinity","DO","pH","Group","Year","YearF","GroupYear","pre.post","pre.post.group","GYD"
"ABWC2308-07",2023-08-01,"W","Cabbage Top",2,"212.37",1,"20.75","178.6",3.81,160.42,2.81,1.75165191372647,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-21",2023-08-01,"W","Cabbage Top",2,"202.72",0.96,"18.05","162.71",3.64,148.94,2.68,1.79938230159796,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-11",2023-08-01,"W","Cabbage Top",2,"299",1,"30.22","242.5",4.33,218.75,3.33,1.52228571428571,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-20",2023-08-01,"W","Cabbage Top",2,"200.14",1.02,"15.85","165.7",3.9,150.97,2.88,1.90766377425979,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-01",2023-08-01,"W","Cabbage Top",2,"329.2",0.98,"35.19","272.4",5.49,244.9,4.51,1.84156798693344,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-14",2023-08-01,"W","Cabbage Top",2,"170.32",0.98,"16.61","132.24",3.93,119.98,2.95,2.45874312385398,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-19",2023-08-01,"W","Cabbage Top",2,"128.24",1.01,"15.5","99.01",2.96,89.19,1.95,2.18634376051127,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-03",2023-08-01,"W","Cabbage Top",2,"269.8",0.98,"19.3","227.7",3.46,206.27,2.48,1.20230765501527,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-25",2023-08-01,"W","Cabbage Top",2,"221.2",0.99,"18.16","180.03",3.6,167.35,2.61,1.55960561697042,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-09",2023-08-01,"W","Cabbage Top",2,"226.5",1.01,"28.94","178.6",5.54,162.91,4.53,2.78067644711804,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-15",2023-08-01,"W","Cabbage Top",2,"309.9",0.99,"19.91","260.3",3.83,232.4,2.84,1.22203098106713,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-05",2023-08-01,"W","Cabbage Top",2,"278.9",1.03,"23.26","232.3",3.75,213.08,2.72,1.27651586258682,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-06",2023-08-01,"W","Cabbage Top",2,"281.4",1.02,"24.41","232",3.85,205.73,2.83,1.37558936470131,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-12",2023-08-01,"W","Cabbage Top",2,"278.8",1.04,"24.86","231.8",3.94,205.71,2.9,1.40975159204706,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-24",2023-08-01,"W","Cabbage Top",2,"273.3",0.95,"20.18","224.9",3.74,203.12,2.79,1.37357227254825,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-02",2023-08-01,"W","Cabbage Top",2,"195.17",0.99,"15.68","167.18",2.61,152.89,1.62,1.05958532278108,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-23",2023-08-01,"W","Cabbage Top",2,"52.55",0.97,"8.11","40.38",2.45,39.04,1.48,3.79098360655738,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-13",2023-08-01,"W","Cabbage Top",2,"91.03",1,"17.43","66.79",3.9,62.42,2.9,4.64594681191926,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-17",2023-08-01,"W","Cabbage Top",2,"312.3",0.98,"20.81","270.1",4.83,245.6,3.85,1.56758957654723,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-16",2023-08-01,"W","Cabbage Top",2,"225.5",0.98,"16.36","187.23",3.34,171.19,2.36,1.37858519773351,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-08",2023-08-01,"W","Cabbage Top",2,"161.92",0.99,"17.15","136.66",3.4,127.01,2.41,1.8974883867412,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-22",2023-08-01,"W","Cabbage Top",2,"48.95",0.98,"6.39","39.88",2.06,37.57,1.08,2.87463401650253,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2308-10",2023-08-01,"W","Cabbage Top",2,"210.02",1,"16.29","178.26",2.67,157.31,1.67,1.06159811836501,30.05,26.165,6.16,8.085,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-08-01"
"ABWC2307-01",2023-07-05,"W","Cabbage Top",2,"298.8",2.25,"22.99","242.1",5.72,224.4,3.47,1.54634581105169,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-02",2023-07-05,"W","Cabbage Top",2,"100.98",0.97,"8.01","83.92",2.41,77.59,1.44,1.85590926665807,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-03",2023-07-05,"W","Cabbage Top",2,"406.3",2.28,"29.92","316.2",6.86,300.9,4.58,1.52210036556996,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-04",2023-07-05,"W","Cabbage Top",2,"138.31",1,"13.25","113.54",3.01,99.48,2.01,2.0205066344994,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-05",2023-07-05,"W","Cabbage Top",2,"263.1",0.98,"11.19","217.55",2.31,205.59,1.33,0.646918624446714,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-06",2023-07-05,"W","Cabbage Top",2,"37.74",0.95,"6.67","29.57",2.07,28.48,1.12,3.93258426966292,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-07",2023-07-05,"W","Cabbage Top",2,"258.6",2.24,"22.99","210.76",5.11,187.9,2.87,1.52740819584886,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-08",2023-07-05,"W","Cabbage Top",2,"57.37",1,"10.05","46.06",2.84,41.59,1.84,4.4241404183698,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-09",2023-07-05,"W","Cabbage Top",2,"233.3",0.97,"18.25","198.66",4.19,182.09,3.22,1.76835630732056,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-10",2023-07-05,"W","Cabbage Top",2,"33.69",0.98,"5.15","26.1",1.88,24.7,0.9,3.64372469635628,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-11",2023-07-05,"W","Cabbage Top",2,"282.6",2.28,"23.13","233.9",5.88,213.27,3.6,1.68800112533408,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-12",2023-07-05,"W","Cabbage Top",2,"216.38",0.99,"12.01","175.11",2.64,157.1,1.65,1.05028644175684,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-13",2023-07-05,"W","Cabbage Top",2,"33.7",0.99,"5.6","25.49",1.95,23.94,0.96,4.01002506265664,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-14",2023-07-05,"W","Cabbage Top",2,"42.38",0.99,"4.42","35.28",1.68,34.28,0.69,2.01283547257876,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-15",2023-07-05,"W","Cabbage Top",2,"324.1",0.99,"25.95","365.9",5.16,251.9,4.17,1.65541881699087,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-16",2023-07-05,"W","Cabbage Top",2,"34.9",1,"5.86","27.15",1.8,26.08,0.8,3.06748466257669,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-17",2023-07-05,"W","Cabbage Top",2,"31.94",0.95,"4.92","25.55",1.68,24.5,0.73,2.97959183673469,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-18",2023-07-05,"W","Cabbage Top",2,"259",2.24,"30.75","200.2",6.02,181.22,3.78,2.08586248758415,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-19",2023-07-05,"W","Cabbage Top",2,"42.98",0.99,"9.45","30.8",2.42,27.24,1.43,5.2496328928047,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-20",2023-07-05,"W","Cabbage Top",2,"210.37",1,"24.18","169.74",4.81,154.43,3.81,2.46713721427184,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-21",2023-07-05,"W","Cabbage Top",2,"56.02",0.98,"7.14","42.67",1.88,40.58,0.9,2.21784130113356,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-22",2023-07-05,"W","Cabbage Top",2,"282.1",2.24,"30.15","226.2",6.41,208.01,4.17,2.00471131195616,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-23",2023-07-05,"W","Cabbage Top",2,"138.13",0.95,"10.66","116.33",2.73,106.66,1.78,1.66885430339396,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-24",2023-07-05,"W","Cabbage Top",2,"366.6",2.25,"36.11","299.8",10.17,291.2,7.92,2.71978021978022,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2307-25",2023-07-05,"W","Cabbage Top",2,"192",0.99,"11.37","165.18",2.8,150.36,1.81,1.20377760042564,30.8,24.94,5.39,7.925,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-07-05"
"ABWC2306-01",2023-06-05,"W","Cabbage Top",2,"350.7",2.21,"46.89","261",10.91,237.3,8.7,3.66624525916561,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-02",2023-06-05,"W","Cabbage Top",2,"63.83",0.99,"7.4","52.97",2.16,50.99,1.17,2.29456756226711,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-03",2023-06-05,"W","Cabbage Top",2,"274.5",2.18,"32.52","219.8",7.99,199.8,5.81,2.90790790790791,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-04",2023-06-05,"W","Cabbage Top",2,"226.3",1,"19.13","189.7",4.81,176.38,3.81,2.16010885587935,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-05",2023-06-05,"W","Cabbage Top",2,"198.34",0.99,"32.87","152.66",6.49,142.36,5.5,3.86344478786176,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-06",2023-06-05,"W","Cabbage Top",2,"177.35",0.99,"16.81","146.28",4.33,132.49,3.34,2.52094497697939,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-07",2023-06-05,"W","Cabbage Top",2,"204.25",0.99,"26.79","158.05",6.31,146.14,5.32,3.64034487477761,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-08",2023-06-05,"W","Cabbage Top",2,"132.37",0.99,"11","109.73",3,102.54,2.01,1.96021064950263,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-09",2023-06-05,"W","Cabbage Top",2,"108.27",0.99,"14.16","79.87",3.02,74.63,2.03,2.72008575639823,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-10",2023-06-05,"W","Cabbage Top",2,"70.1",1,"7.29","56.15",2.22,53.16,1.22,2.29495861550038,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-11",2023-06-05,"W","Cabbage Top",2,"206.85",0.98,"20.81","169.23",3.93,157.87,2.95,1.86862608475328,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-12",2023-06-05,"W","Cabbage Top",2,"142.6",0.98,"13.58","117.63",3.78,108.63,2.8,2.57755684433398,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-13",2023-06-05,"W","Cabbage Top",2,"99.06",0.98,"11.14","77.14",2.75,71.55,1.77,2.47379454926625,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-14",2023-06-05,"W","Cabbage Top",2,"187.06",1.01,"17.64","153.5",4.17,136.98,3.16,2.30690611768141,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-15",2023-06-05,"W","Cabbage Top",2,"144.1",0.97,"10.64","124.29",2.91,118.36,1.94,1.63906725245015,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-16",2023-06-05,"W","Cabbage Top",2,"75.64",0.99,"6.89","64.3",2.19,61.26,1.2,1.9588638589618,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-17",2023-06-05,"W","Cabbage Top",2,"227.8",1.01,"25.14","178.02",4.6,164.7,3.59,2.17972070431087,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-18",2023-06-05,"W","Cabbage Top",2,"48.5",1,"8.03","35.25",2.46,33.39,1.46,4.37256663671758,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-19",2023-06-05,"W","Cabbage Top",2,"294.7",2.22,"26.03","243.4",6.35,220.49,4.13,1.87310082089891,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-20",2023-06-05,"W","Cabbage Top",2,"166.91",1.02,"17.12","134.23",4.19,127.36,3.17,2.48900753768844,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-21",2023-06-05,"W","Cabbage Top",2,"158.36",1.03,"18.74","127.46",4.91,120.08,3.88,3.23117921385743,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-22",2023-06-05,"W","Cabbage Top",2,"133.12",1.02,"13.76","102.23",3.16,93.68,2.14,2.28437233134073,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-23",2023-06-05,"W","Cabbage Top",2,"182.19",1.02,"16.9","150.51",3.39,140.61,2.37,1.68551312139962,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-24",2023-06-05,"W","Cabbage Top",2,"204.94",0.99,"15.93","170.68",3.32,156.98,2.33,1.48426551153013,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2306-25",2023-06-05,"W","Cabbage Top",2,"41.18",1.02,"8.92","27.77",2.64,26.21,1.62,6.18084700495994,25.1,18.6,6.605,7.865,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-06-05"
"ABWC2305-01",2023-05-03,"W","Cabbage Top",2,"179.64",0.99,"28.34","140.17",6.81,124.82,5.82,4.66271430860439,21.7,33.185,7.165,7.97,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-05-03"
"ABWC2305-02",2023-05-03,"W","Cabbage Top",2,"270.1",2.24,"40.33","204.99",9.36,180.05,7.12,3.95445709525132,21.7,33.185,7.165,7.97,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-05-03"
"ABWC2305-03",2023-05-03,"W","Cabbage Top",2,"238.7",1.02,"25.62","196.54",5.12,177.28,4.1,2.31272563176895,21.7,33.185,7.165,7.97,"West Section",2023,"2023","West Section.2023","Post-closure","Post-closure.West Section","West Section.2023.2023-05-03"
