"OysterID","Date","Section","StationName","Station","ShellHeight","ShellLength","ShellWidth","TotalWeight","TarePanWeight","TissueWetWeight","ShellWetWeight","TissueDryWeight","ShellDryWeight"
"ABCC2310-13",2023-10-06,"C","Lighthouse",7,99.22,48.43,39.82,92.98,1.01,12.68,66.97,2.83,59.31
"ABCC2310-17",2023-10-06,"C","Lighthouse",7,81.97,43.49,18.74,48.74,1.01,11.87,35.68,2.42,31.37
"ABCC2310-03",2023-10-06,"C","Halfmoon",6,112.74,75.79,44.02,200.27,1.02,14.14,171.9,2.77,159.37
"ABCC2310-07",2023-10-06,"C","Halfmoon",6,91.98,61.88,39.99,163.02,1.01,15.63,134.88,4.79,129.53
"ABCC2310-05",2023-10-06,"C","Halfmoon",6,53.38,42.58,27.69,48.67,1.01,5.25,39.63,1.74,37.43
"ABCC2310-02",2023-10-06,"C","Halfmoon",6,80.19,55.31,31.21,101.35,1.03,14.2,81.02,2.79,76.47
"ABCC2310-01",2023-10-06,"C","Halfmoon",6,99.88,80.36,35.17,126.2,1.01,13.82,111.19,2.64,103.21
"ABCC2310-04",2023-10-06,"C","Halfmoon",6,73.56,54.35,35.38,86.11,1.02,11.46,69.01,3.04,66.76
"ABCC2310-08",2023-10-06,"C","Halfmoon",6,86.11,60.17,40.34,133.19,1,15.58,100.53,3.87,96.03
"ABCC2310-06",2023-10-06,"C","Halfmoon",6,74.2,55.59,31.53,84.17,1.02,7.05,77.07,2.17,74.73
"ABWC2309-18",2023-09-05,"W","Cabbage Top",2,50.91,50.07,19.04,39.96,1.01,6.27,29.95,1.92,28.14
"ABWC2309-24",2023-09-05,"W","Cabbage Top",2,69.01,48.9,27.56,88.03,0.99,9.49,71.63,2.68,68.55
"ABWC2309-11",2023-09-05,"W","Cabbage Top",2,85.17,78.77,53.35,223.1,1.03,11.63,206.48,2.85,192.33
"ABWC2309-03",2023-09-05,"W","Cabbage Top",2,99.62,71.66,57.36,319.8,2.27,23.07,251.1,5.08,215.34
"ABWC2309-05",2023-09-05,"W","Cabbage Top",2,85.87,58.98,40.74,172.37,1.02,8.8,151.86,2.35,136.64
"ABWC2309-16",2023-09-05,"W","Cabbage Top",2,74.65,53.35,36.96,134.39,1.02,12.12,108.69,2.61,100.39
"ABWC2309-14",2023-09-05,"W","Cabbage Top",2,76.61,49.11,28.03,94.17,1.03,8.78,77.3,2.56,73.6
"ABWC2309-02",2023-09-05,"W","Cabbage Top",2,69.32,43.31,25.24,67.11,1.03,6.01,54.91,1.96,52.48
"ABWC2309-17",2023-09-05,"W","Cabbage Top",2,88.02,63.96,40.84,199.72,1.03,18.22,154.72,3.2,141.37
"ABWC2309-19",2023-09-05,"W","Cabbage Top",2,76.66,57.05,36.34,133.91,1,16.15,107.98,2.53,98.45
"ABWC2309-25",2023-09-05,"W","Cabbage Top",2,100.24,76.6,53.19,318.8,2.27,22.06,263.1,4.33,240
"ABWC2309-22",2023-09-05,"W","Cabbage Top",2,59.41,48,32.07,87.66,0.99,9.22,73.31,2.64,68.38
"ABWC2309-20",2023-09-05,"W","Cabbage Top",2,52.42,46.99,25.94,50.1,1,4.22,43.8,1.58,42.56
"ABWC2309-04",2023-09-05,"W","Cabbage Top",2,66.41,50.39,23.7,67.73,1.02,8.02,52.82,2.45,51.12
"ABWC2309-10",2023-09-05,"W","Cabbage Top",2,62.75,53.99,32.26,71.98,1.02,6.92,58.81,2.05,55.14
"ABWC2309-07",2023-09-05,"W","Cabbage Top",2,107.6,75.26,52.61,319.7,2.29,20.39,259.3,4.69,231
"ABWC2309-23",2023-09-05,"W","Cabbage Top",2,96.41,74.58,46.25,243.45,2.29,19,198.16,4.17,180.31
"ABWC2309-09",2023-09-05,"W","Cabbage Top",2,89.86,72.01,42.08,202.88,1.06,12.15,163.5,2.73,148.14
"ABWC2309-12",2023-09-05,"W","Cabbage Top",2,66.44,46.26,28.34,76.26,1.03,7.17,64.67,2.36,61.21
"ABWC2309-15",2023-09-05,"W","Cabbage Top",2,102.59,78.5,47.42,192.95,1.04,17.41,154.05,3.42,143.19
"ABWC2309-08",2023-09-05,"W","Cabbage Top",2,58.56,40.57,20.67,50.93,1.03,5.2,41.05,1.73,39.37
"ABWC2309-06",2023-09-05,"W","Cabbage Top",2,50.1,40.98,24.6,37.45,1.02,4.24,31.64,1.62,29.73
"ABWC2309-13",2023-09-05,"W","Cabbage Top",2,104.77,70.9,48.02,327.8,2.25,26.13,264.8,5.84,241.9
"ABWC2309-01",2023-09-05,"W","Cabbage Top",2,105.23,67.95,31.58,209.53,1,18.81,165.86,3.76,155.28
"ABWC2309-21",2023-09-05,"W","Cabbage Top",2,64.95,46.95,25.83,71.05,1,7.88,61.17,2.36,58.91
"ABEC2309-24",2023-09-05,"E","Easthole",12,80.69,54.63,36.78,128.82,0.99,18.1,106.21,2.95,99.57
"ABEC2309-22",2023-09-05,"E","Easthole",12,73.95,70.44,40.81,137.35,1.02,14.71,108.86,2.99,98.96
"ABEC2309-14",2023-09-05,"E","Easthole",12,90.08,62.35,26.32,85.42,1.01,9.96,58.17,2.57,53.19
"ABEC2309-20",2023-09-05,"E","Easthole",12,68.76,48.69,21.09,59.02,1.02,5.79,50.09,1.86,48.67
"ABEC2309-19",2023-09-05,"E","Easthole",12,77.08,68.12,29.33,104.2,0.98,13.23,77.65,2.72,66.73
"ABEC2309-17",2023-09-05,"E","Easthole",12,65.87,49.83,21.73,62.67,0.98,7.85,51.87,1.94,48.88
"ABEC2309-25",2023-09-05,"E","Easthole",12,86.2,73.77,31.01,138.66,0.98,15.64,111.22,2.93,105.66
"ABEC2309-15",2023-09-05,"E","Easthole",12,58.11,56.79,28.94,63.09,1.02,4.86,52.82,1.73,48.2
"ABEC2309-18",2023-09-05,"E","Easthole",12,68.23,51.21,26.26,62.83,0.98,9.29,45.09,2.43,41.46
"ABEC2309-23",2023-09-05,"E","Easthole",12,62.21,50.85,30.57,83.09,1.02,10.09,68.35,2.26,66.79
"ABEC2309-13",2023-09-05,"E","Easthole",12,58.79,45.22,34.89,41.3,1,5.96,35.17,2.03,32.21
"ABEC2309-16",2023-09-05,"E","Easthole",12,56.17,46.88,27.51,55.88,0.99,6.92,46.68,1.95,43.35
"ABEC2309-21",2023-09-05,"E","Easthole",12,81.86,63.56,41.9,130.3,1.02,10.92,110.35,2.54,99.95
"ABEC2309-07",2023-09-05,"E","Cat Point",11,68.77,54.39,31.27,95.33,0.99,10.83,79.49,2.32,75.25
"ABEC2309-01",2023-09-05,"E","Cat Point",11,76.98,61.33,34.69,97.44,1.01,13.37,72.79,2.38,65.42
"ABEC2309-12",2023-09-05,"E","Cat Point",11,64.77,41.16,25.72,40.59,0.98,6.26,34.77,2.04,31.05
"ABEC2309-03",2023-09-05,"E","Cat Point",11,95.98,76.81,41.37,202.3,1,16.28,160.82,3.15,139.7
"ABEC2309-06",2023-09-05,"E","Cat Point",11,56.26,42.74,21.19,37.97,1.01,5.27,30.43,1.83,29.44
"ABEC2309-09",2023-09-05,"E","Cat Point",11,91.57,67.21,38.31,151.37,1,11.85,118.19,2.6,103.55
"ABEC2309-10",2023-09-05,"E","Cat Point",11,55.14,44.15,25.74,48.58,1.01,4.77,39.97,1.72,38.22
"ABEC2309-05",2023-09-05,"E","Cat Point",11,57.22,41.65,25.37,44.63,0.97,4.65,36.94,1.63,35.34
"ABEC2309-08",2023-09-05,"E","Cat Point",11,58.36,49.13,26.33,72.65,1,5.74,62.89,1.86,61.09
"ABEC2309-11",2023-09-05,"E","Cat Point",11,75.37,63.01,34.61,94.91,1.01,12.56,73.9,2.65,68.49
"ABEC2309-02",2023-09-05,"E","Cat Point",11,93.31,68.49,38.07,180.9,1,12.88,147.41,2.95,136.62
"ABEC2309-04",2023-09-05,"E","Cat Point",11,72.24,55.24,29.88,101.8,1.01,8.05,87.54,2.33,75.29
"ABCC2309-18",2023-09-05,"C","East Lumps",10,74.51,50.39,28.36,72.77,0.97,11.02,57.17,2.29,52.94
"ABCC2309-21",2023-09-05,"C","East Lumps",10,108.03,66.79,40.08,184.01,0.99,23.86,136.77,3.83,125.12
"ABCC2309-24",2023-09-05,"C","East Lumps",10,82.79,61.35,26.29,69.55,1.01,11.23,47.95,2.62,44.6
"ABCC2309-23",2023-09-05,"C","East Lumps",10,82.46,58.97,37.93,137.7,1.04,13,112.26,2.7,102.79
"ABCC2309-20",2023-09-05,"C","East Lumps",10,72.69,44.59,36.87,84.54,1,7.55,70.95,2.09,66.19
"ABCC2309-19",2023-09-05,"C","East Lumps",10,68.11,44.17,34.63,82.12,0.98,7.97,65.51,2.14,61.98
"ABCC2309-25",2023-09-05,"C","East Lumps",10,104.02,58.11,19.22,107.9,1.02,8.59,80.53,1.83,72.58
"ABCC2309-22",2023-09-05,"C","East Lumps",10,65.91,41.49,22.77,37.68,0.98,6.4,26.35,1.92,24.5
"ABCC2309-11",2023-09-05,"C","Lighthouse",7,95.57,68.09,31.46,156.13,1.03,14.73,130.18,3.08,124.27
"ABCC2309-12",2023-09-05,"C","Lighthouse",7,73.05,57.02,31.44,72.67,1.03,10.35,62.69,2.42,57.08
"ABCC2309-14",2023-09-05,"C","Lighthouse",7,95.02,59.6,32.88,131.6,0.95,16.4,100.81,2.97,95.35
"ABCC2309-10",2023-09-05,"C","Lighthouse",7,83.07,54.9,38.43,106.65,1.01,8.24,96.93,2.05,87.88
"ABCC2309-15",2023-09-05,"C","Lighthouse",7,64.94,35.91,25.49,56.33,0.99,8.57,41.61,2.42,38.59
"ABCC2309-13",2023-09-05,"C","Lighthouse",7,58.45,50.7,29.86,64.49,0.98,6.33,51.93,1.88,47.69
"ABCC2309-16",2023-09-05,"C","Lighthouse",7,70.77,51.84,32.35,77.21,0.98,8.25,63.8,2.08,59.02
"ABCC2309-09",2023-09-05,"C","Lighthouse",7,71.64,38.94,22.06,45.72,1,10.48,31.5,2.15,27.98
"ABCC2309-17",2023-09-05,"C","Lighthouse",7,53.08,45.88,17.46,29.07,1.01,5.2,21.94,1.73,20.27
"ABCC2309-07",2023-09-05,"C","Halfmoon",6,70.83,58.64,26.65,89.06,0.99,10.64,71.93,2.16,68.99
"ABCC2309-08",2023-09-05,"C","Halfmoon",6,75.11,57.54,30.68,113.84,0.98,12.91,89.37,2.99,85.46
"ABCC2309-02",2023-09-05,"C","Halfmoon",6,65.42,53.89,28.24,86.3,1.02,8.31,70.44,2.12,67.82
"ABCC2309-04",2023-09-05,"C","Halfmoon",6,56.28,47.59,29.8,57.59,1.01,6.12,49.16,1.83,47.44
"ABCC2309-05",2023-09-05,"C","Halfmoon",6,87.71,66.22,35.5,125.15,1.01,11.88,98.98,2.42,95.77
"ABCC2309-01",2023-09-05,"C","Halfmoon",6,83.07,75.07,42.16,190.89,1.02,24.05,157.45,3.75,151.62
"ABCC2309-03",2023-09-05,"C","Halfmoon",6,89.73,59.24,45.85,171.71,1,11.79,140.04,2.4,132.8
"ABCC2309-06",2023-09-05,"C","Halfmoon",6,82.28,63,40.25,137.53,1.02,19.16,103.8,3.06,98.1
"ABWC2308-18",2023-08-01,"W","Cabbage Top",2,72.08,88.73,38.07,128.37,0.98,13.54,105.42,3.67,102.09
"ABWC2308-04",2023-08-01,"W","Cabbage Top",2,104.27,68.74,41.82,273.6,0.94,22.2,228.6,3.75,214.59
"ABWC2308-07",2023-08-01,"W","Cabbage Top",2,85.73,58.37,45.11,212.37,1,20.75,178.6,3.81,160.42
"ABWC2308-21",2023-08-01,"W","Cabbage Top",2,91.53,58.51,48.93,202.72,0.96,18.05,162.71,3.64,148.94
"ABWC2308-11",2023-08-01,"W","Cabbage Top",2,102.58,68.61,51.75,299,1,30.22,242.5,4.33,218.75
"ABWC2308-20",2023-08-01,"W","Cabbage Top",2,92.04,68.03,47,200.14,1.02,15.85,165.7,3.9,150.97
"ABWC2308-01",2023-08-01,"W","Cabbage Top",2,107.16,63.47,47.32,329.2,0.98,35.19,272.4,5.49,244.9
"ABWC2308-14",2023-08-01,"W","Cabbage Top",2,90.43,63.56,44.47,170.32,0.98,16.61,132.24,3.93,119.98
"ABWC2308-19",2023-08-01,"W","Cabbage Top",2,70.51,51.33,43.7,128.24,1.01,15.5,99.01,2.96,89.19
"ABWC2308-03",2023-08-01,"W","Cabbage Top",2,102.65,73.87,52.43,269.8,0.98,19.3,227.7,3.46,206.27
"ABWC2308-25",2023-08-01,"W","Cabbage Top",2,93.87,70.92,46.13,221.2,0.99,18.16,180.03,3.6,167.35
"ABWC2308-09",2023-08-01,"W","Cabbage Top",2,105.08,68.11,44.44,226.5,1.01,28.94,178.6,5.54,162.91
"ABWC2308-15",2023-08-01,"W","Cabbage Top",2,111.6,71,54.07,309.9,0.99,19.91,260.3,3.83,232.4
"ABWC2308-05",2023-08-01,"W","Cabbage Top",2,115.86,70.66,47.06,278.9,1.03,23.26,232.3,3.75,213.08
"ABWC2308-06",2023-08-01,"W","Cabbage Top",2,104.36,80.51,76.04,281.4,1.02,24.41,232,3.85,205.73
"ABWC2308-12",2023-08-01,"W","Cabbage Top",2,96.43,66.58,53.04,278.8,1.04,24.86,231.8,3.94,205.71
"ABWC2308-24",2023-08-01,"W","Cabbage Top",2,109.07,74.74,51.47,273.3,0.95,20.18,224.9,3.74,203.12
"ABWC2308-02",2023-08-01,"W","Cabbage Top",2,91.36,64.83,47.92,195.17,0.99,15.68,167.18,2.61,152.89
"ABWC2308-23",2023-08-01,"W","Cabbage Top",2,59.32,46.29,28.76,52.55,0.97,8.11,40.38,2.45,39.04
"ABWC2308-13",2023-08-01,"W","Cabbage Top",2,79.18,56.69,29.51,91.03,1,17.43,66.79,3.9,62.42
"ABWC2308-17",2023-08-01,"W","Cabbage Top",2,102.27,65.06,59.84,312.3,0.98,20.81,270.1,4.83,245.6
"ABWC2308-16",2023-08-01,"W","Cabbage Top",2,90.76,76.17,41.52,225.5,0.98,16.36,187.23,3.34,171.19
"ABWC2308-08",2023-08-01,"W","Cabbage Top",2,84.6,58.47,39.81,161.92,0.99,17.15,136.66,3.4,127.01
"ABWC2308-22",2023-08-01,"W","Cabbage Top",2,57.81,46.19,26.18,48.95,0.98,6.39,39.88,2.06,37.57
"ABWC2308-10",2023-08-01,"W","Cabbage Top",2,85.37,72.89,44.2,210.02,1,16.29,178.26,2.67,157.31
"ABEC2308-14",2023-08-01,"E","Easthole",12,117.11,67.75,32.28,161.63,0.99,18.66,117.68,3.32,102.98
"ABEC2308-25",2023-08-01,"E","Easthole",12,68.64,36.45,22.72,36.94,1,5.13,31.57,1.68,29.21
"ABEC2308-17",2023-08-01,"E","Easthole",12,104.03,68.85,26.81,106.41,1,12.22,82.61,2.49,70.8
"ABEC2308-16",2023-08-01,"E","Easthole",12,71.36,46.33,24.43,58.52,1,8.21,43.47,2.16,39.32
"ABEC2308-13",2023-08-01,"E","Easthole",12,72.79,53.29,28.59,67.39,0.98,10.53,51.35,2.2,44.73
"ABEC2308-19",2023-08-01,"E","Easthole",12,55.17,50.29,24.8,36.06,0.99,5.74,29.63,1.69,27.24
"ABEC2308-22",2023-08-01,"E","Easthole",12,67.4,35.18,20.99,28.24,0.98,5.92,18.58,1.68,16.48
"ABEC2308-20",2023-08-01,"E","Easthole",12,77.5,48.92,19.86,72.99,0.99,8.3,59.12,2.14,53.77
"ABEC2308-18",2023-08-01,"E","Easthole",12,58.12,40.07,33.13,54.17,0.99,6.77,42.76,1.99,39.2
"ABEC2308-24",2023-08-01,"E","Easthole",12,84.37,48.55,20.59,68.59,1,8.35,51.67,2.13,47.79
"ABEC2308-23",2023-08-01,"E","Easthole",12,93.08,72.56,33.35,139.86,1,14.71,101.86,2.97,84.47
"ABEC2308-21",2023-08-01,"E","Easthole",12,104.11,65.11,40.08,166.3,0.99,15.77,123.36,2.84,109.74
"ABEC2308-15",2023-08-01,"E","Easthole",12,104.11,54.55,40.81,92.63,1,10.35,82.3,2.34,76.85
"ABEC2308-01",2023-08-01,"E","Cat Point",11,85.28,66.51,31.65,118.81,0.98,16.32,89.15,2.67,82.76
"ABEC2308-04",2023-08-01,"E","Cat Point",11,103.64,56.96,37.81,134.67,0.98,15.75,111.32,2.74,96.85
"ABEC2308-07",2023-08-01,"E","Cat Point",11,58.66,44.71,25.06,53.55,0.99,6.94,45.84,1.96,44.2
"ABEC2308-08",2023-08-01,"E","Cat Point",11,75.55,55.16,39.63,92.95,1,8.57,78.64,1.98,69.51
"ABEC2308-02",2023-08-01,"E","Cat Point",11,102.69,56.37,38.91,118.28,0.99,20.71,83.01,3.2,74.38
"ABEC2308-11",2023-08-01,"E","Cat Point",11,64.57,49.33,23.56,44.98,0.99,5.68,40.21,1.79,37.88
"ABEC2308-05",2023-08-01,"E","Cat Point",11,66.82,54.28,25.67,67.74,1.01,9.35,52.66,2.13,48.83
"ABEC2308-10",2023-08-01,"E","Cat Point",11,65.34,48.67,25.43,39.78,1.01,6.76,27.59,1.83,24.91
"ABEC2308-12",2023-08-01,"E","Cat Point",11,93.64,67.64,33.78,126.61,0.95,14.01,93,3.26,81.09
"ABEC2308-06",2023-08-01,"E","Cat Point",11,71.01,63.85,30.53,88.25,1,10.12,70.45,2.36,65.97
"ABEC2308-09",2023-08-01,"E","Cat Point",11,95.92,60.59,32.43,129.6,0.99,14.2,102.74,2.58,89.7
"ABEC2308-03",2023-08-01,"E","Cat Point",11,79.24,62.48,37.43,127.18,0.97,13.42,105.75,2.73,95.12
"ABCC2308-24",2023-08-01,"C","East Lumps",10,68.58,44.76,20.62,42.18,1,7.6,30.63,1.95,28.52
"ABCC2308-21",2023-08-01,"C","East Lumps",10,66.86,49.32,29.93,64.19,1.02,5.74,53.53,1.48,48.97
"ABCC2308-22",2023-08-01,"C","East Lumps",10,91.99,63,26.95,116.82,1.02,13.2,90.03,2.55,83.5
"ABCC2308-20",2023-08-01,"C","East Lumps",10,88.95,52.07,31.62,84.41,1.01,13.25,63.58,2.44,57.95
"ABCC2308-19",2023-08-01,"C","East Lumps",10,79.4,62.13,43.29,99.12,1,10.09,88.67,2.12,80.76
"ABCC2308-18",2023-08-01,"C","East Lumps",10,68.4,60.45,25.88,73,1,7.87,64.47,2.02,61.59
"ABCC2308-25",2023-08-01,"C","East Lumps",10,64.16,37.9,23.03,38.76,1.01,7,27.83,1.78,25.96
"ABCC2308-23",2023-08-01,"C","East Lumps",10,102.42,53.3,37.41,86.3,0.97,11.47,74.95,2.61,69.62
"ABCC2308-12",2023-08-01,"C","Lighthouse",7,67.46,57.61,31.42,81.51,1,9.04,64.02,2.06,61.36
"ABCC2308-09",2023-08-01,"C","Lighthouse",7,89.7,62.2,36.4,148.16,0.99,14.21,115.93,2.56,109.89
"ABCC2308-08",2023-08-01,"C","Lighthouse",7,80.84,68.38,33.25,105.67,1,14.63,81.37,2.45,74.53
"ABCC2308-14",2023-08-01,"C","Lighthouse",7,74.44,58.21,33.94,88.03,0.95,8.98,66.53,2,62.1
"ABCC2308-11",2023-08-01,"C","Lighthouse",7,83.47,55.46,37.32,108.01,1,11.32,88.91,2.24,84
"ABCC2308-17",2023-08-01,"C","Lighthouse",7,65.04,50.23,47.7,83.12,1,6.43,69.32,1.75,61.94
"ABCC2308-10",2023-08-01,"C","Lighthouse",7,94.43,61.04,34.9,141.93,1,14.08,109.98,2.75,103.66
"ABCC2308-16",2023-08-01,"C","Lighthouse",7,68.23,47.63,27.45,58.61,0.96,12.41,44.28,2.1,39.25
"ABCC2308-13",2023-08-01,"C","Lighthouse",7,70.95,48.27,36.47,73.82,1.03,8.31,57.72,2.13,53.19
"ABCC2308-15",2023-08-01,"C","Lighthouse",7,39.71,33.64,29.4,73.68,0.95,7.84,58.68,1.98,55.7
"ABCC2308-03",2023-08-01,"C","Halfmoon",6,73.48,50.21,41.56,112.2,1,9.53,94.75,2.68,91.54
"ABCC2308-02",2023-08-01,"C","Halfmoon",6,92.95,65.5,43.47,148.58,1.02,13.97,121.82,2.48,116.23
"ABCC2308-05",2023-08-01,"C","Halfmoon",6,73.3,64.22,38.51,125.35,1,12.67,100.89,2.36,96.26
"ABCC2308-04",2023-08-01,"C","Halfmoon",6,91.4,64.57,35.75,153.83,0.99,11.54,128.35,2.34,125.87
"ABCC2308-07",2023-08-01,"C","Halfmoon",6,85.56,50.01,29.27,90.32,0.99,12.07,69.4,2.5,65.95
"ABCC2308-01",2023-08-01,"C","Halfmoon",6,92.62,76.43,36.88,166.58,0.99,14.54,134.07,2.54,129.16
"ABCC2308-06",2023-08-01,"C","Halfmoon",6,74.89,64.34,22.43,71.23,1,11.9,44.74,2.92,42.6
"ABWC2307-01",2023-07-05,"W","Cabbage Top",2,110.51,72.04,33.19,298.8,2.25,22.99,242.1,5.72,224.4
"ABWC2307-02",2023-07-05,"W","Cabbage Top",2,60.5,55.81,34.24,100.98,0.97,8.01,83.92,2.41,77.59
"ABWC2307-03",2023-07-05,"W","Cabbage Top",2,111.5,84.52,60.11,406.3,2.28,29.92,316.2,6.86,300.9
"ABWC2307-04",2023-07-05,"W","Cabbage Top",2,73.26,60.62,33.92,138.31,1,13.25,113.54,3.01,99.48
"ABWC2307-05",2023-07-05,"W","Cabbage Top",2,95.98,84.49,34.56,263.1,0.98,11.19,217.55,2.31,205.59
"ABWC2307-06",2023-07-05,"W","Cabbage Top",2,56.76,43.85,20.02,37.74,0.95,6.67,29.57,2.07,28.48
"ABWC2307-07",2023-07-05,"W","Cabbage Top",2,99.22,66.87,42.08,258.6,2.24,22.99,210.76,5.11,187.9
"ABWC2307-08",2023-07-05,"W","Cabbage Top",2,60.25,44.04,35.02,57.37,1,10.05,46.06,2.84,41.59
"ABWC2307-09",2023-07-05,"W","Cabbage Top",2,85.09,62.26,43.85,233.3,0.97,18.25,198.66,4.19,182.09
"ABWC2307-10",2023-07-05,"W","Cabbage Top",2,50.05,38.57,16.1,33.69,0.98,5.15,26.1,1.88,24.7
"ABWC2307-11",2023-07-05,"W","Cabbage Top",2,103.58,69.92,38.74,282.6,2.28,23.13,233.9,5.88,213.27
"ABWC2307-12",2023-07-05,"W","Cabbage Top",2,94.05,65.24,41.12,216.38,0.99,12.01,175.11,2.64,157.1
"ABWC2307-13",2023-07-05,"W","Cabbage Top",2,46.9,36.54,19.11,33.7,0.99,5.6,25.49,1.95,23.94
"ABWC2307-14",2023-07-05,"W","Cabbage Top",2,51.18,48.29,20.44,42.38,0.99,4.42,35.28,1.68,34.28
"ABWC2307-15",2023-07-05,"W","Cabbage Top",2,96.6,85.93,48.65,324.1,0.99,25.95,365.9,5.16,251.9
"ABWC2307-16",2023-07-05,"W","Cabbage Top",2,48.17,37.8,20.9,34.9,1,5.86,27.15,1.8,26.08
"ABWC2307-17",2023-07-05,"W","Cabbage Top",2,52.03,38.9,18.14,31.94,0.95,4.92,25.55,1.68,24.5
"ABWC2307-18",2023-07-05,"W","Cabbage Top",2,106.11,74.69,47.1,259,2.24,30.75,200.2,6.02,181.22
"ABWC2307-19",2023-07-05,"W","Cabbage Top",2,46.65,46.19,19.63,42.98,0.99,9.45,30.8,2.42,27.24
"ABWC2307-20",2023-07-05,"W","Cabbage Top",2,87.38,63.98,48.05,210.37,1,24.18,169.74,4.81,154.43
"ABWC2307-21",2023-07-05,"W","Cabbage Top",2,61.97,49.59,23.39,56.02,0.98,7.14,42.67,1.88,40.58
"ABWC2307-22",2023-07-05,"W","Cabbage Top",2,104.4,75.92,47.67,282.1,2.24,30.15,226.2,6.41,208.01
"ABWC2307-23",2023-07-05,"W","Cabbage Top",2,68.83,50.26,38.61,138.13,0.95,10.66,116.33,2.73,106.66
"ABWC2307-24",2023-07-05,"W","Cabbage Top",2,123.37,74.75,49.97,366.6,2.25,36.11,299.8,10.17,291.2
"ABWC2307-25",2023-07-05,"W","Cabbage Top",2,86.93,66.54,40.25,192,0.99,11.37,165.18,2.8,150.36
"ABEC2307-14",2023-07-05,"E","Easthole",12,75.1,77.74,32.18,140.3,0.99,15.52,114.96,2.98,100.17
"ABEC2307-15",2023-07-05,"E","Easthole",12,58.89,44.99,33.59,59.68,1.01,8.09,47.73,2.18,41.78
"ABEC2307-16",2023-07-05,"E","Easthole",12,89.56,63.4,45.9,172.28,1,24.86,124.85,3.47,104.29
"ABEC2307-17",2023-07-05,"E","Easthole",12,90.08,63.55,35.95,148.94,0.99,17.46,120.42,3.22,105.19
"ABEC2307-18",2023-07-05,"E","Easthole",12,83.2,57.32,35.17,136.23,0.99,16.93,105.09,2.75,92.14
"ABEC2307-19",2023-07-05,"E","Easthole",12,59.49,49.57,26.59,47.25,0.98,7.6,33.88,1.76,30.59
"ABEC2307-20",2023-07-05,"E","Easthole",12,79.83,70.82,34.83,137.14,1.02,19.13,102.04,3.22,89.95
"ABEC2307-21",2023-07-05,"E","Easthole",12,54.6,44.37,21.62,42.25,1.03,6.96,31.78,1.93,29.55
"ABEC2307-22",2023-07-05,"E","Easthole",12,77,50.14,21.36,65.18,0.99,10.32,51.1,2.35,46.46
"ABEC2307-23",2023-07-05,"E","Easthole",12,51.45,48.32,26.93,52.04,0.99,7.53,41.9,1.96,38.07
"ABEC2307-24",2023-07-05,"E","Easthole",12,61.04,57.04,27.21,71.08,1,13.66,51.84,2.63,46.78
"ABEC2307-25",2023-07-05,"E","Easthole",12,68.26,59.6,29.6,77.79,1,11.91,57.66,2.59,54.4
"ABEC2307-01",2023-07-05,"E","Cat Point",11,59.68,48,20.45,32.54,1.01,6.25,26.38,1.88,25.32
"ABEC2307-02",2023-07-05,"E","Cat Point",11,81.53,42.44,22.81,64.19,1.02,9.08,47.11,2.11,42.12
"ABEC2307-03",2023-07-05,"E","Cat Point",11,79.22,62.24,36.44,116.69,0.99,10.68,97.97,2.85,94.56
"ABEC2307-04",2023-07-05,"E","Cat Point",11,68.4,59.49,32.45,81.28,1.03,8.61,65.51,2.12,58.75
"ABEC2307-05",2023-07-05,"E","Cat Point",11,97.11,77.79,34.95,170.7,0.98,16.67,150.47,3.45,141.44
"ABEC2307-06",2023-07-05,"E","Cat Point",11,86.74,61.57,38.48,144.64,0.99,13.56,117.22,2.68,110.14
"ABEC2307-07",2023-07-05,"E","Cat Point",11,88.57,63.93,47.83,203.12,0.98,17.16,172.07,3.15,152.09
"ABEC2307-08",2023-07-05,"E","Cat Point",11,73.71,59.1,31.25,108.07,0.99,9.52,90.48,3.39,84.75
"ABEC2307-09",2023-07-05,"E","Cat Point",11,70.87,51.5,31.7,104.69,1.02,7.61,89.01,2.11,82.46
"ABEC2307-10",2023-07-05,"E","Cat Point",11,62.98,43.38,26.91,52.36,1.01,6.26,43.05,1.82,42.04
"ABEC2307-11",2023-07-05,"E","Cat Point",11,102.75,71.22,35.4,196.26,0.99,23.67,149.98,4.86,138.62
"ABEC2307-12",2023-07-05,"E","Cat Point",11,74.66,64.02,35.26,107.28,0.99,12.28,79.92,2.83,74.49
"ABEC2307-13",2023-07-05,"E","Cat Point",11,65.48,54.14,28.18,84.91,0.99,6.72,72.7,1.96,68.02
"ABCC2307-19",2023-07-05,"C","East Lumps",10,72.85,54.39,36.18,78.22,0.99,10.33,59.69,2.32,55.53
"ABCC2307-20",2023-07-05,"C","East Lumps",10,52.05,45.3,30.44,51.9,0.99,8.1,39.31,1.37,36.93
"ABCC2307-21",2023-07-05,"C","East Lumps",10,53.1,43.86,29.72,37.82,0.99,5.49,29.04,1.7,27.62
"ABCC2307-22",2023-07-05,"C","East Lumps",10,57.11,51.9,30.54,56.31,0.98,6.74,49.05,2.02,46.86
"ABCC2307-23",2023-07-05,"C","East Lumps",10,72.18,43.19,26.96,62.12,0.98,7.41,50.18,1.91,43.37
"ABCC2307-24",2023-07-05,"C","East Lumps",10,72.74,48.28,34.6,72.31,0.98,10,59.87,2.29,56.59
